Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,agent/run,221,34,69000,73713.26257293206,25245.554242999788,120009.73002500177,1792.1764705882354,0.6398512245848333,0.0984386499361282,69000,87000,98000,108000,120000,120000,120000,120000,120000,120000,120000
,Aggregated,221,34,69000,73713.26257293206,25245.554242999788,120009.73002500177,1792.1764705882354,0.6398512245848333,0.0984386499361282,69000,87000,98000,108000,120000,120000,120000,120000,120000,120000,120000
