experiment,users,category,n,ttft_mean,ttft_p50,ttft_p95,ttft_p99,tpot_mean,tpot_p50,tpot_p99,e2e_mean,e2e_p50,e2e_p99,itl_p50_mean,itl_p99_mean,output_tokens
baseline,1,long,1,81.35782099998323,81.35782099998323,81.35782099998323,81.35782099998323,56.40071482352962,56.40071482352962,56.40071482352962,14463.540101000037,14463.540101000037,14463.540101000037,56.381731999863405,57.3608943200452,256
baseline,1,medium,1,74.31857299980038,74.31857299980038,74.31857299980038,74.31857299980038,56.416658133332696,56.416658133332696,56.416658133332696,14460.56639699964,14460.56639699964,14460.56639699964,56.40147599933698,57.76256827992257,256
baseline,1,short,3,76.51076700009678,70.23539100009657,89.77715129994975,91.5141966599367,56.42971441176366,56.445488760782965,56.47168011011487,14466.087941999831,14466.665619000196,14467.741230739557,56.4234463330043,57.02223916005096,768
baseline,4,long,5,163.60898620005173,157.45037699980458,177.39984360014205,178.3307287201751,57.65871930980283,57.62355093333206,57.95733530274247,14866.582410199771,14851.45586499948,14935.150713159346,57.524643799843034,59.56268927592829,1280
baseline,4,medium,8,117.99755949994051,137.16687850001108,150.1084257497041,151.8376427496969,57.405956055882754,57.40030790588136,57.532153293176435,14756.516353750045,14765.492141999857,14796.011838660224,57.37273149986777,59.451102792561414,2048
baseline,4,short,7,146.2959287144778,147.00874099980865,159.67860670016307,160.75896934014963,57.62565783302942,57.604559309801715,58.05000916878542,14676.116334143053,14788.8751090004,14944.285791460134,57.465277856993325,60.992895062894895,1772
baseline,8,long,5,192.10024879976118,207.23342099972797,258.95972899979824,259.69290739976714,57.9838449600014,58.00517474902282,58.14938599780584,14977.980713600118,14998.552982000549,15087.786336840254,57.852098799776286,62.461753043960925,1280
baseline,8,medium,12,180.16149524995248,167.81214699949487,260.1390934995379,261.568983499792,57.87323314509813,57.81390978431327,58.145249944079275,14937.835947249974,14905.88635550057,15088.607719240008,57.72941316657428,62.414053651694616,3072
baseline,8,short,23,168.53241330428992,159.5037479992243,257.80076360006206,258.89744928053915,57.91006408365529,57.83852619999879,58.50761217725563,14683.5433960869,14894.411464999394,15085.162766300311,57.73590878265089,61.671169772153405,5788
chunked_prefill,1,long,2,83.23674900020706,83.23674900020706,84.29412299938122,84.38811179930781,56.53817004705856,56.53817004705856,56.547783912387835,14500.470111000142,14500.470111000142,14501.770283860007,56.52750799981732,57.458294790085354,512
chunked_prefill,1,medium,2,85.03439949981839,85.03439949981839,95.92795764956463,96.89627392954208,56.517553739218314,56.517553739218314,56.55104582913904,14497.01060300049,14497.01060300049,14500.33199450043,56.52541799918254,57.574637349807745,512
chunked_prefill,1,short,1,66.99193900021783,66.99193900021783,66.99193900021783,66.99193900021783,56.55911636078564,56.55911636078564,56.55911636078564,14489.566611000557,14489.566611000557,14489.566611000557,56.55924300117477,57.14963788035675,256
chunked_prefill,4,long,1,160.19397499985644,160.19397499985644,160.19397499985644,160.19397499985644,57.542301270586904,57.542301270586904,57.542301270586904,14833.480798999515,14833.480798999515,14833.480798999515,57.54251399957866,58.6176056588738,256
chunked_prefill,4,medium,10,154.1314586003864,160.43139750036062,185.49254204936003,191.66062760941713,57.32539828705865,57.31228972548992,57.52269612592236,14772.108021800343,14772.86339100101,14829.055280399898,57.289026500075124,59.41294018605187,2560
chunked_prefill,4,short,9,140.039294111274,155.94762399996398,173.77067519992124,175.6101782398764,57.383534052843984,57.30495350196411,57.640599616313885,14645.029057000202,14773.973908000698,14830.351232078829,57.31728488879324,58.60374972187856,2284
chunked_prefill,8,long,8,211.22704837512174,195.51995500023622,274.7758355994847,275.4195791191705,57.89740266862852,57.87366401765016,58.08265305850763,14975.064728875395,14947.334669001066,15085.229577459668,57.78397175004102,61.82809458250176,2048
chunked_prefill,8,medium,22,179.12070563645764,165.22659250040306,276.1709853494722,276.9296289394697,57.86774139500893,57.83968740588356,58.480509628939586,14935.394761363732,14908.824204499979,15087.733514490066,57.702545591134616,62.136795771910506,5632
chunked_prefill,8,short,10,151.53571280006872,155.90330549912323,186.07182374998956,186.3694591503372,57.8168767489362,57.796144423528126,58.085036156935296,14662.576326400085,14868.918707499688,14952.836361970167,57.587460100148746,62.930976923908034,2520
chunked_prefill_plus_prefix_cache,1,long,1,92.97848099959084,92.97848099959084,92.97848099959084,92.97848099959084,56.55520008627968,56.55520008627968,56.55520008627968,14514.554503000909,14514.554503000909,14514.554503000909,56.55403499986278,58.021185400102695,256
chunked_prefill_plus_prefix_cache,1,medium,2,74.05468649903924,74.05468649903924,75.00803894918135,75.09278138919399,56.54260535882749,56.54260535882749,56.5613073041207,14492.419053000049,14492.419053000049,14496.149954159664,56.53388950031513,57.032674359925295,512
chunked_prefill_plus_prefix_cache,1,short,2,80.03390400062926,80.03390400062926,91.23851610120253,92.2344816212535,56.518729880389955,56.518729880389955,56.55193614850948,14492.310023500067,14492.310023500067,14496.043002750213,56.51568949997454,57.28836748017784,512
chunked_prefill_plus_prefix_cache,4,long,5,179.92616000046837,177.64744399937626,224.1806860009092,226.3816444008262,57.46441698901774,57.53047846274236,57.57784830619222,14833.352492199992,14820.839460999196,14908.732962479844,57.44604199935566,58.92708238802879,1280
chunked_prefill_plus_prefix_cache,4,medium,8,134.86072600016996,151.1351380004271,173.8278746005562,181.79547172092498,57.40354514460776,57.33101632548841,57.779150080749694,14772.76473787515,14774.633695499688,14821.770609019914,57.3425830002634,59.263000622449916,2048
chunked_prefill_plus_prefix_cache,4,short,7,118.65131642870048,145.05819199985126,162.38466920058272,165.91148504059674,57.48733446517617,57.52965772156969,57.78788538760744,14613.419104999983,14764.660490000097,14818.645169059891,57.38326614274619,59.14171696010661,1772
chunked_prefill_plus_prefix_cache,8,long,8,171.57389387512012,164.10717100006877,215.49329235003822,220.75780727001984,57.78848408529341,57.76910229607678,58.03795121270328,14907.63733562494,14904.493916499632,14987.41407041085,57.743277375038815,59.63438185484847,2048
chunked_prefill_plus_prefix_cache,8,medium,18,158.69154427764443,161.45365400006995,185.29710839957258,203.38407208011625,57.70206008845313,57.63217599607885,58.08921284427468,14872.71686683319,14872.197217499888,14961.923920101071,57.649920777496135,60.18872357771116,4608
chunked_prefill_plus_prefix_cache,8,short,14,158.46485000007047,154.10941000027378,177.88357925028322,181.56060065086422,57.6407695276777,57.630418303921815,57.80525391160564,14774.350372500132,14845.783408999523,14918.53094987029,57.56632957166273,60.41656893148165,3564
chunked_prefill_plus_prefix_cache,16,long,8,165.01785162495253,166.16128300029231,181.77707249906234,182.53650249895145,58.74913382303841,58.856741394119325,58.98608914898161,15146.046976499747,15165.500877999875,15219.601466539643,58.65736337455019,63.17203364294073,2048
chunked_prefill_plus_prefix_cache,16,medium,33,161.68214542410692,166.2331780007662,186.06060560050537,189.62304743974528,58.73592438657223,58.85927212157363,58.9664593706679,15139.342864000026,15174.005371998646,15210.879248640049,58.64218212120635,63.04450595629147,8448
chunked_prefill_plus_prefix_cache,16,short,39,163.9897078975758,168.42147300121724,187.8353654004968,192.492067140156,58.82177358582383,58.8753354078411,59.103644673954825,15102.92776887185,15173.992865999026,15219.794501420001,58.715599794828826,63.48905819286861,9944
gpu_mem_80,1,medium,3,82.09573166701982,75.02816000123858,96.22642070062284,98.1107105405681,56.54338165490224,56.55205213725447,56.57618527522016,14500.65805366709,14499.730088000431,14506.308367399724,56.53498600016368,57.55904833299913,768
gpu_mem_80,1,short,2,68.1843825004762,68.1843825004762,68.4595201500997,68.48397683006624,56.55285569215873,56.55285569215873,56.56734183886475,14489.162584000951,14489.162584000951,14492.556957081397,56.543340499956685,57.140529010812315,512
gpu_mem_80,4,long,5,151.59340460013482,157.89551899979415,182.70718319981825,186.06277503975434,57.58125597725488,57.620817584314615,57.65563883231645,14834.813678800128,14851.20400300002,14888.250677280448,57.54181699958281,59.00995492810034,1280
gpu_mem_80,4,medium,9,131.88914400032243,136.61270400007197,182.2630463997484,188.6892300794716,57.633912804356314,57.69291419607779,57.815272642986606,14828.536909111184,14815.327908001564,14882.451398319245,57.5353059996107,59.679268715509465,2304
gpu_mem_80,4,short,6,135.3743699998328,148.16517650069727,154.14146649891336,154.3653180986439,57.58965525621022,57.58447646078589,57.80308921882833,14820.73646033344,14809.571342499112,14881.964970501394,57.48539966649938,60.011546669945055,1536
gpu_mem_80,8,long,9,197.66544666668375,193.44539899975643,231.91522599991004,234.38204999933077,57.997779571242,58.02133938823496,58.15014839419232,14987.099237333394,14983.385475999969,15055.386881439916,57.812552111499826,62.93326931571452,2304
gpu_mem_80,8,medium,14,178.09204528566625,169.9344705002659,228.9772551995156,229.59587423903938,57.949977128011305,57.92200299803845,58.151011276942384,14955.336212928549,14940.639123999972,15058.039498619744,57.78916900011869,62.56644385425067,3584
gpu_mem_80,8,short,17,157.6210819411619,157.96405199944277,225.7199630006653,226.4199630001531,57.93682205667912,57.92830974510163,58.47431940207247,14794.573774529508,14897.522265000587,15049.220298200162,57.75416382344059,61.90546674113969,4312
gpu_mem_95,1,medium,4,79.35000774978107,73.74905849974311,93.97551654974448,96.71130810978866,56.53796212647078,56.54251686078436,56.565899629015604,14496.53034999983,14495.834375499726,14504.757782560991,56.52239875007581,57.06966112506052,1024
gpu_mem_95,1,short,1,68.29362799908267,68.29362799908267,68.29362799908267,68.29362799908267,56.57195701961053,56.57195701961053,56.57195701961053,14494.142667999768,14494.142667999768,14494.142667999768,56.550645000243094,57.913248679469696,256
gpu_mem_95,4,long,5,147.2396260003734,181.9592400006513,199.6276548008609,202.77005336087313,57.67820752392022,57.70967541960571,57.807393390116935,14855.18254460003,14830.522751999524,14918.198072720332,57.591865999711445,59.05294393998338,1280
gpu_mem_95,4,medium,9,151.02039588903912,157.04333699977724,184.41410460000043,185.19071451984928,57.436175741612615,57.40668780392084,57.64350931262985,14797.245210000256,14790.7992319997,14882.286271480407,57.37963122171803,58.64269977328755,2304
gpu_mem_95,4,short,6,159.0379633325938,155.85400899908564,177.8571562495017,181.48898324934635,57.59008447320429,57.53822205686305,57.8414484096096,14844.509503999689,14844.12751400032,14903.911660350059,57.50077800015182,59.015453100340295,1536
gpu_mem_95,8,long,11,203.25725881825335,195.92663799994625,273.7676280003143,274.09530879940576,58.0825042456321,58.15758312157556,58.46085501881973,15014.295841454441,14999.26472900006,15105.476777799959,57.952284818384214,61.65481179784945,2816
gpu_mem_95,8,medium,16,174.92731999982425,168.7906714996643,272.0965389985395,272.3473221984932,58.030444437500755,57.93372862157341,58.61678188470608,14972.690651562516,14920.263111000168,15103.768665849839,57.87324762491153,61.22860171629328,4096
gpu_mem_95,8,short,13,175.76344438440663,170.25424600069528,273.128672799794,275.2144465598394,57.995980655506635,57.95384955294425,58.33757393976403,14964.738511538599,14944.167633999314,15104.860692640648,57.827326846353785,62.91728533236614,3328
gpu_mem_95,16,long,16,229.15990118735863,210.25113099949522,345.4587617507059,347.0947427511419,58.784734586519264,58.7765660196073,59.142978476864336,15219.26722074977,15200.65739149959,15401.937523949984,58.483028687646765,66.27381860133711,4096
gpu_mem_95,16,medium,32,197.54382543743532,171.53069599953596,347.27741614924525,350.5479779891357,58.82236239816197,58.84938008823477,59.61642596690181,15197.246236968738,15184.167624500333,15403.401128709409,58.46109396884458,69.26207287375411,8192
gpu_mem_95,16,short,32,209.7844079375477,192.08448249901267,345.0404908496239,349.04293720959686,58.70346412992292,58.67530039169468,59.21997245164239,15105.451641937578,15129.514646000644,15400.590612889573,58.448833312638726,65.44878582377694,8152
max_seqs_32,1,long,2,84.19670350031083,84.19670350031083,84.7426583500237,84.79118766999818,56.547909762743714,56.547909762743714,56.5679327172924,14503.913692999959,14503.913692999959,14509.61403057956,56.53585549953277,57.358664760486135,512
max_seqs_32,1,medium,1,97.24379700128338,97.24379700128338,97.24379700128338,97.24379700128338,56.47550459215577,56.47550459215577,56.47550459215577,14498.497468001004,14498.497468001004,14498.497468001004,56.46956300006423,56.92025832042418,256
max_seqs_32,1,short,2,67.87482100025954,67.87482100025954,67.92895150038021,67.93376310039093,56.554376449015514,56.554376449015514,56.56550832858657,14489.240815499215,14489.240815499215,14492.020502689702,56.547459999819694,57.24493230940425,512
max_seqs_32,8,long,8,148.7491227501323,163.93565599992144,177.86788695020732,178.86285099042652,58.03707105196112,58.03654462353163,58.34779835607611,14948.202241000217,14944.067745000211,15041.715723949892,57.89458949948312,63.76460966004743,2048
max_seqs_32,8,medium,17,172.53792535281238,169.65697900013765,195.5140652007685,212.95295864001676,57.902507497578334,57.800320670589024,58.35026152063088,14937.677337235287,14911.245385999791,15085.009443119707,57.81879035288619,61.76750758583642,4352
max_seqs_32,8,short,15,163.5550726663496,167.20501899908413,182.81290230006564,184.30509565994728,58.072603621277885,58.11341752548697,58.440861302825844,14894.680457266684,14982.868137998594,15081.128999820066,57.95404759980253,61.32589053880657,3820
max_seqs_32,32,long,31,340.1893733225734,309.5739649997995,603.5743024995099,619.1340756999125,64.80781399582538,64.73064121568243,66.03147197490306,16866.18194225805,16890.967029999956,17071.125875800135,64.18310325810332,85.50940129137156,7936
max_seqs_32,32,medium,56,336.0418081963741,275.29825500005245,618.8758519997464,623.5938909496326,64.7189340268911,64.59966267059059,66.2163427449017,16839.369985053607,16810.685367000588,17096.759137349454,64.15055950018152,85.87475839787143,14336
max_seqs_32,32,short,73,299.7684018494149,241.8038499999966,619.0686887999618,623.8420441615017,64.63648272959621,64.54010655293578,66.09228864015856,16711.114872137194,16736.544365001464,17082.83010000123,64.14294139742121,81.14875832492245,18608
max_seqs_8,1,long,1,83.82258599976922,83.82258599976922,83.82258599976922,83.82258599976922,56.568254313724005,56.568254313724005,56.568254313724005,14508.72743599939,14508.72743599939,14508.72743599939,56.54898200009484,57.28026800037696,256
max_seqs_8,1,medium,2,75.42236149993187,75.42236149993187,76.41731644966967,76.50575688964636,56.554057601959926,56.554057601959926,56.564513834941806,14496.707049999713,14496.707049999713,14500.456784799808,56.540864999988116,57.38655502016627,512
max_seqs_8,1,short,2,80.80459299981158,80.80459299981158,92.03895099972213,93.03756059971418,56.488487060783775,56.488487060783775,56.50732925752852,14485.368793499674,14485.368793499674,14492.797000929668,56.477836500107514,57.583513909712565,512
max_seqs_8,4,long,3,184.51589766694573,167.40401900005963,219.88393699966764,224.5488185996328,57.758269465357806,57.6979417960769,57.9150243516051,14912.874611333185,14929.889560000447,14938.514184259257,57.63854466719446,59.232236106436176,768
max_seqs_8,4,medium,12,146.53619116681207,142.97698299924377,177.57154720029575,184.7706934402413,57.70523644934679,57.646013711764326,57.98361320964736,14861.371485750244,14856.195210499664,14949.196353901134,57.614633417112294,59.81995286320399,3072
max_seqs_8,4,short,5,144.64462420019117,159.65839700038487,177.6101839997864,178.61207599984482,57.71354160709238,57.67009850980471,57.982996770200835,14629.614256800234,14826.217065000492,14884.938297480257,57.601450399488385,59.46587221233132,1260
max_seqs_8,8,long,7,188.63982457176982,195.511924001039,233.84801569936823,244.1581183392918,58.261004947338485,58.292081909801745,58.40047503811794,15045.196086143083,15042.64746700028,15084.65441169934,58.1605001425487,61.38491086891529,1792
max_seqs_8,8,medium,19,170.8530506842324,183.73505599993223,201.39223030000718,210.03073485891946,58.28362332404581,58.24900776470695,58.52663903004149,15033.176998315916,15027.440359999671,15095.186411840441,58.14907952615039,62.94321209252784,4864
max_seqs_8,8,short,14,165.1272727144065,175.42539850091998,200.06378915086316,202.9417130303591,58.33444750896378,58.36318749215756,58.534942752120216,15040.411387500173,15042.126380500122,15107.032455670796,58.15941071432462,62.9379088042697,3584
prefix_caching,1,medium,3,74.13669666614926,73.57095499901334,75.34296949943382,75.5004818994712,56.551202799999054,56.54788940392238,56.571904642115385,14494.693410665908,14493.28275299922,14499.14039233936,56.547567333230596,57.2060298999592,768
prefix_caching,1,short,2,80.70285399935528,80.70285399935528,91.95976959972539,92.96038431975829,56.52877593921742,56.52877593921742,56.563093177612,14495.540718499797,14495.540718499797,14499.047353029582,56.524162500863895,57.432022240118386,512
prefix_caching,4,long,2,156.99618899998313,156.99618899998313,165.45253500007675,166.20421020008507,57.53775425882672,57.53775425882672,57.63808698549103,14829.123525000796,14829.123525000796,14863.916391500297,57.52430400025332,58.754656690634874,512
prefix_caching,4,medium,6,116.51525633321096,110.81077099970571,175.8153452501574,184.96301865015994,57.47802878366178,57.40239713333507,57.74675489274765,14773.412596166963,14777.515758000845,14824.093972999979,57.42744633334951,59.527108883327564,1536
prefix_caching,4,short,12,155.06746283350972,164.1435490000731,191.07937920070978,197.19517504043324,57.47933600972737,57.397986201962624,57.66642786576774,14620.139766250153,14795.439014500516,14865.821878979914,57.41154999986975,59.73651683471568,3032
prefix_caching,8,long,12,162.19554616660994,149.17695600070147,195.55355164893626,197.85045592923782,57.84107931339961,57.786011294118396,58.097419419176944,14911.670771083513,14916.038986501007,14986.853451590396,57.77386291674702,60.90362340144264,3072
prefix_caching,8,medium,16,152.00644600008673,154.72388499983936,180.99773200037816,189.6902079998654,57.83870522916637,57.81067166862711,58.117282488436494,14900.87627943751,14898.284752000109,14995.58392595154,57.77416981231909,60.692382363738496,4096
prefix_caching,8,short,12,154.10244533298587,170.16773999966972,185.07998279956155,189.816390959586,57.93128466895391,57.87733931372749,58.21321647517578,14926.580035916231,14925.791360498806,14995.521852399615,57.882902750407084,60.2068209450378,3072
