run,experiment,users,n,ttft_mean,ttft_p50,ttft_p99,tpot_mean,tpot_p50,e2e_mean,itl_p50,itl_p99,gpu_util_mean,vram_mean_mb,vram_util_pct,power_mean_w,temp_mean_c,kv_cache_mean_pct,requests_waiting_mean,gen_throughput_mean
run1,max_seqs_32,32,160,325.3331944561208,275.55868999994954,623.8420441615017,64.72107691743757,64.62347014640294,16805.555599816285,64.15886805190202,84.17763933805514,95.55555555555556,20895.555555555555,90.7,70.65488888888889,76.46666666666667,5.395777777777778,0.0,454.9681818181818
run1,max_seqs_8,1,5,80.01651349983756,80.01651349983756,93.03756059971418,56.536932992155904,56.536932992155904,14496.934426499594,56.522561166730156,57.416778976751935,92.02222222222223,20478.933333333334,88.9,68.82755555555556,76.4,0.16577777777777777,0.0,16.511363636363637
run1,max_seqs_8,4,20,158.56557101131634,156.67979966656276,224.5488185996328,57.72568250726565,57.67135133921531,14801.286784627888,57.618209494598375,59.5060203939905,95.93333333333334,20481.955555555556,88.9,70.66555555555556,76.55555555555556,0.6828888888888889,0.0,64.07727272727273
run1,max_seqs_8,8,40,174.87338265680287,184.89079283396373,244.1581183392918,58.293025260116025,58.301425722222085,15039.594823986392,58.15633012767457,62.42201058857094,94.97777777777777,20505.466666666667,89.0,70.36311111111111,76.71111111111111,1.3824444444444444,0.0,127.58636363636364
run1,prefix_caching,1,5,77.41977533275227,77.13690449918431,92.96038431975829,56.539989369608236,56.538332671569904,14495.117064582853,56.53586491704725,57.31902607003879,91.11111111111111,21432.0,93.0,69.00044444444444,76.91111111111111,0.18711111111111112,0.0,16.363636363636363
run1,prefix_caching,4,20,142.85963605556793,143.98350299992066,197.19517504043324,57.49837301740529,57.44604586470814,14740.891962472639,57.45443344449086,59.339427469559375,95.55555555555556,21432.0,93.0,70.01044444444445,76.64444444444445,0.8064444444444444,0.0,64.625
run1,prefix_caching,8,40,156.10147916656084,158.02286033340351,197.85045592923782,57.87035640383996,57.824674092157665,14913.042362145752,57.810311826491066,60.60094223673965,95.55555555555556,21432.0,93.0,70.64822222222223,76.66666666666667,1.7177777777777776,0.0,128.49318181818182
run2,prefix_baseline,1,5,124.21173208334343,123.35658974961916,140.82787858125812,56.56470571568647,56.56395041372639,14548.211689583393,56.55723458312423,57.433832486940446,91.04444444444445,21432.0,93.0,68.24377777777778,76.57777777777778,0.48666666666666664,0.0,16.161363636363635
run2,prefix_baseline,4,20,265.86535275250105,241.29897949933365,437.46728050122323,58.19267524352488,58.15930690784501,15104.997539851345,57.870202780287684,61.919669651145455,93.33333333333333,21432.0,93.0,70.37977777777778,76.5111111111111,1.9962222222222221,0.0,63.54545454545455
run2,prefix_baseline,8,40,382.7420840295751,353.53813549954793,732.3423561200616,59.48223663579829,59.510920352944346,15550.71242615814,58.58601814265097,88.70885180529447,97.77777777777777,21432.0,93.0,70.63755555555555,76.75555555555556,4.027777777777778,0.0,122.35227272727273
run2,prefix_caching_on,1,5,110.15245475012611,112.00831625001229,164.50124182072614,56.56352305195885,56.563704224506594,14533.850832999633,56.56154141706793,57.35255336148232,91.11111111111111,21432.0,93.0,69.01266666666668,76.84444444444445,0.49311111111111117,0.0,16.400000000000002
run2,prefix_caching_on,4,20,153.15295115595973,155.85921099955158,183.24354655023853,57.55053034007416,57.555880507842474,14828.53818787487,57.53455740602931,58.8013793728021,97.77777777777777,21432.0,93.0,70.76422222222222,76.5111111111111,1.542888888888889,0.0,64.52272727272727
run2,prefix_caching_on,8,40,156.43620153711208,163.8241350010503,191.6923074008082,58.0330159346061,58.03770697647112,14954.855264861668,58.00026732680186,60.42060683943474,96.04444444444445,21432.0,93.0,70.72533333333332,76.62222222222222,2.3626666666666667,0.0,128.01590909090908
run2,prefix_chunked_plus_cache,1,5,112.33771560073365,121.11938100133555,165.44363772038196,56.54991855450955,56.55774243137321,14532.566947000669,56.53921800003445,57.41194999214349,97.5111111111111,21418.0,93.0,69.24977777777778,77.02222222222223,0.4984444444444444,0.0,16.636363636363637
run2,prefix_chunked_plus_cache,4,20,141.91299106249744,145.16285249919747,177.71889450023082,57.45982324852892,57.459962635295916,14794.167919437372,57.431434468810494,58.745412083538895,97.77777777777777,21419.644444444446,93.0,70.64977777777779,76.5111111111111,1.629333333333333,0.0,65.19545454545454
run2,prefix_chunked_plus_cache,8,40,153.04038466679532,156.64323399960267,181.7333389592386,57.95163145001277,57.907402913723686,14930.706404420052,57.90818655999222,60.110067636082874,97.46666666666667,21420.0,93.0,70.69577777777778,76.62222222222222,2.4544444444444444,0.0,128.66136363636363
run2,prefix_chunked_plus_cache,16,80,164.8628334864991,166.84663750038453,198.24183574974086,59.14754230339051,59.26695771960986,15247.486120851077,59.062004561205725,63.77464724044118,95.55555555555556,21420.0,93.0,70.6951111111111,76.57777777777778,3.7782222222222224,0.0,251.47045454545457
