timestamp,gpu_utilization_pct,memory_used_mb,memory_total_mb,memory_utilization_pct,power_draw_w,temperature_c
2026-03-06T10:25:36.060Z,0,21432,23034,93.0,32.39,68
2026-03-06T10:25:38.118Z,100,21432,23034,93.0,71.63,71
2026-03-06T10:25:40.175Z,100,21432,23034,93.0,71.88,71
2026-03-06T10:25:42.230Z,100,21432,23034,93.0,71.86,72
2026-03-06T10:25:44.282Z,100,21432,23034,93.0,72.00,72
2026-03-06T10:25:46.336Z,100,21432,23034,93.0,72.00,73
2026-03-06T10:25:48.392Z,100,21432,23034,93.0,71.97,73
2026-03-06T10:25:50.444Z,100,21432,23034,93.0,71.95,74
2026-03-06T10:25:52.496Z,0,21432,23034,93.0,37.16,72
2026-03-06T10:25:54.558Z,100,21432,23034,93.0,72.02,75
2026-03-06T10:25:56.611Z,100,21432,23034,93.0,72.15,75
2026-03-06T10:25:58.668Z,100,21432,23034,93.0,71.93,75
2026-03-06T10:26:00.723Z,100,21432,23034,93.0,72.03,76
2026-03-06T10:26:02.776Z,100,21432,23034,93.0,71.97,76
2026-03-06T10:26:04.836Z,100,21432,23034,93.0,72.01,77
2026-03-06T10:26:06.890Z,100,21432,23034,93.0,71.90,77
2026-03-06T10:26:08.945Z,100,21432,23034,93.0,50.18,77
2026-03-06T10:26:10.999Z,100,21432,23034,93.0,72.06,78
2026-03-06T10:26:13.053Z,100,21432,23034,93.0,71.95,78
2026-03-06T10:26:15.110Z,100,21432,23034,93.0,71.96,78
2026-03-06T10:26:17.163Z,100,21432,23034,93.0,72.00,79
2026-03-06T10:26:19.216Z,100,21432,23034,93.0,71.92,79
2026-03-06T10:26:21.267Z,100,21432,23034,93.0,71.88,79
2026-03-06T10:26:23.318Z,0,21432,23034,93.0,61.69,78
2026-03-06T10:26:25.371Z,100,21432,23034,93.0,65.35,79
2026-03-06T10:26:27.422Z,100,21432,23034,93.0,71.92,79
2026-03-06T10:26:29.479Z,100,21432,23034,93.0,71.86,80
2026-03-06T10:26:31.530Z,100,21432,23034,93.0,71.82,80
2026-03-06T10:26:33.581Z,100,21432,23034,93.0,71.81,80
2026-03-06T10:26:35.636Z,100,21432,23034,93.0,71.85,80
2026-03-06T10:26:37.691Z,100,21432,23034,93.0,71.91,80
2026-03-06T10:26:39.750Z,0,21432,23034,93.0,48.62,77
2026-03-06T10:26:41.803Z,100,21432,23034,93.0,72.13,79
2026-03-06T10:26:43.855Z,100,21432,23034,93.0,72.17,79
2026-03-06T10:26:45.908Z,100,21432,23034,93.0,71.98,79
2026-03-06T10:26:47.959Z,100,21432,23034,93.0,71.94,78
2026-03-06T10:26:50.017Z,100,21432,23034,93.0,72.13,78
2026-03-06T10:26:52.066Z,100,21432,23034,93.0,72.11,78
2026-03-06T10:26:54.118Z,100,21432,23034,93.0,71.97,78
2026-03-06T10:26:56.166Z,97,21432,23034,93.0,41.31,75
2026-03-06T10:26:58.214Z,100,21432,23034,93.0,71.76,77
2026-03-06T10:27:00.263Z,100,21432,23034,93.0,71.87,77
2026-03-06T10:27:02.311Z,100,21432,23034,93.0,71.94,77
2026-03-06T10:27:04.367Z,100,21432,23034,93.0,72.04,77
2026-03-06T10:27:06.414Z,100,21432,23034,93.0,71.99,76
