timestamp,num_requests_running,num_requests_waiting,gpu_cache_usage_pct,avg_prompt_throughput_toks_per_s,avg_generation_throughput_toks_per_s
2026-03-06T09:34:44.888Z,0.0,0.0,0.00,,
2026-03-06T09:34:46.939Z,4.0,0.0,0.30,66.8,37.5
2026-03-06T09:34:49.002Z,4.0,0.0,0.49,0.0,69.8
2026-03-06T09:34:51.055Z,4.0,0.0,0.67,0.0,70.1
2026-03-06T09:34:53.112Z,4.0,0.0,0.83,0.0,70.0
2026-03-06T09:34:55.165Z,4.0,0.0,1.01,0.0,70.1
2026-03-06T09:34:57.222Z,4.0,0.0,1.21,0.0,70.0
2026-03-06T09:34:59.276Z,4.0,0.0,1.36,0.0,68.2
2026-03-06T09:35:01.334Z,2.0,0.0,0.32,111.3,45.2
2026-03-06T09:35:03.391Z,4.0,0.0,0.55,23.8,62.2
2026-03-06T09:35:05.444Z,4.0,0.0,0.71,0.0,70.1
2026-03-06T09:35:07.497Z,4.0,0.0,0.91,0.0,70.1
2026-03-06T09:35:09.552Z,4.0,0.0,1.09,0.0,70.1
2026-03-06T09:35:11.617Z,4.0,0.0,1.26,0.0,69.7
2026-03-06T09:35:13.671Z,4.0,0.0,1.42,0.0,68.1
2026-03-06T09:35:15.726Z,4.0,0.0,1.62,0.0,70.1
2026-03-06T09:35:17.781Z,4.0,0.0,0.22,50.1,34.1
2026-03-06T09:35:19.835Z,4.0,0.0,0.38,0.0,70.1
2026-03-06T09:35:21.892Z,4.0,0.0,0.59,0.0,70.0
2026-03-06T09:35:23.945Z,4.0,0.0,0.75,0.0,70.2
2026-03-06T09:35:26.000Z,4.0,0.0,0.93,0.0,70.0
2026-03-06T09:35:28.053Z,4.0,0.0,1.09,0.0,68.2
2026-03-06T09:35:30.112Z,4.0,0.0,1.26,0.0,70.0
2026-03-06T09:35:32.169Z,2.0,0.0,0.42,6.3,55.9
2026-03-06T09:35:34.223Z,4.0,0.0,0.65,186.4,49.6
2026-03-06T09:35:36.280Z,4.0,0.0,0.81,0.0,68.1
2026-03-06T09:35:38.333Z,4.0,0.0,1.03,0.0,70.2
2026-03-06T09:35:40.387Z,4.0,0.0,1.21,0.0,70.1
2026-03-06T09:35:42.443Z,4.0,0.0,1.36,0.0,68.1
2026-03-06T09:35:44.497Z,4.0,0.0,1.52,0.0,70.1
2026-03-06T09:35:46.561Z,3.0,0.0,1.38,0.0,67.9
2026-03-06T09:35:48.618Z,3.0,0.0,0.53,181.3,46.2
2026-03-06T09:35:50.676Z,4.0,0.0,0.75,18.0,63.7
2026-03-06T09:35:52.730Z,4.0,0.0,0.91,0.0,70.1
2026-03-06T09:35:54.782Z,4.0,0.0,1.11,0.0,68.2
2026-03-06T09:35:56.847Z,4.0,0.0,1.28,0.0,69.8
2026-03-06T09:35:58.897Z,4.0,0.0,1.44,0.0,70.2
2026-03-06T09:36:00.954Z,4.0,0.0,1.62,0.0,70.0
2026-03-06T09:36:03.006Z,2.0,0.0,0.93,0.0,58.5
2026-03-06T09:36:05.062Z,3.0,0.0,0.40,115.7,38.4
2026-03-06T09:36:07.121Z,4.0,0.0,0.61,20.4,67.5
2026-03-06T09:36:09.174Z,4.0,0.0,0.79,0.0,70.1
2026-03-06T09:36:11.225Z,4.0,0.0,0.99,0.0,70.2
2026-03-06T09:36:13.277Z,4.0,0.0,1.17,0.0,70.2
2026-03-06T09:36:15.326Z,4.0,0.0,1.32,0.0,68.3
