timestamp,num_requests_running,num_requests_waiting,gpu_cache_usage_pct,avg_prompt_throughput_toks_per_s,avg_generation_throughput_toks_per_s
2026-03-06T09:52:57.403Z,0.0,0.0,0.00,,
2026-03-06T09:52:59.456Z,4.0,0.0,0.86,108.1,38.0
2026-03-06T09:53:01.517Z,4.0,0.0,1.22,0.0,69.8
2026-03-06T09:53:03.571Z,4.0,0.0,1.59,0.0,70.1
2026-03-06T09:53:05.628Z,4.0,0.0,1.92,0.0,68.1
2026-03-06T09:53:07.686Z,4.0,0.0,2.28,0.0,70.0
2026-03-06T09:53:09.739Z,4.0,0.0,2.65,0.0,70.1
2026-03-06T09:53:11.801Z,4.0,0.0,3.02,0.0,67.9
2026-03-06T09:53:13.857Z,2.0,0.0,0.20,29.7,45.7
2026-03-06T09:53:15.914Z,4.0,0.0,1.10,95.8,62.7
2026-03-06T09:53:17.966Z,4.0,0.0,1.43,0.0,68.2
2026-03-06T09:53:20.020Z,4.0,0.0,1.75,0.0,70.1
2026-03-06T09:53:22.080Z,4.0,0.0,2.16,0.0,69.9
2026-03-06T09:53:24.134Z,4.0,0.0,2.53,0.0,68.2
2026-03-06T09:53:26.185Z,4.0,0.0,2.90,0.0,70.2
2026-03-06T09:53:28.238Z,4.0,0.0,3.22,0.0,68.2
2026-03-06T09:53:30.291Z,4.0,0.0,1.31,216.7,35.5
2026-03-06T09:53:32.346Z,4.0,0.0,1.63,0.0,68.2
2026-03-06T09:53:34.400Z,4.0,0.0,2.08,0.0,70.1
2026-03-06T09:53:36.463Z,4.0,0.0,2.41,0.0,69.8
2026-03-06T09:53:38.516Z,4.0,0.0,2.73,0.0,70.1
2026-03-06T09:53:40.571Z,4.0,0.0,3.10,0.0,70.1
2026-03-06T09:53:42.623Z,4.0,0.0,3.43,0.0,68.2
2026-03-06T09:53:44.679Z,2.0,0.0,1.92,0.0,62.7
2026-03-06T09:53:46.743Z,4.0,0.0,0.98,140.0,40.2
2026-03-06T09:53:48.794Z,4.0,0.0,1.39,0.0,70.2
2026-03-06T09:53:50.852Z,4.0,0.0,1.75,0.0,70.0
2026-03-06T09:53:52.906Z,4.0,0.0,2.12,0.0,68.2
2026-03-06T09:53:54.958Z,4.0,0.0,2.45,0.0,70.1
2026-03-06T09:53:57.021Z,4.0,0.0,2.86,0.0,69.8
2026-03-06T09:53:59.077Z,4.0,0.0,3.18,0.0,68.1
2026-03-06T09:54:01.132Z,1.0,0.0,0.08,6.8,49.2
2026-03-06T09:54:03.188Z,4.0,0.0,0.65,47.7,49.1
2026-03-06T09:54:05.240Z,4.0,0.0,1.02,0.0,70.2
2026-03-06T09:54:07.295Z,4.0,0.0,1.35,0.0,68.1
2026-03-06T09:54:09.349Z,4.0,0.0,1.75,0.0,70.1
2026-03-06T09:54:11.411Z,4.0,0.0,2.12,0.0,69.8
2026-03-06T09:54:13.466Z,4.0,0.0,2.45,0.0,70.1
2026-03-06T09:54:15.520Z,3.0,0.0,2.08,0.0,67.2
2026-03-06T09:54:17.574Z,3.0,0.0,0.29,27.8,38.0
2026-03-06T09:54:19.627Z,4.0,0.0,0.73,15.6,68.6
2026-03-06T09:54:21.689Z,4.0,0.0,1.10,0.0,69.9
2026-03-06T09:54:23.744Z,4.0,0.0,1.43,0.0,70.1
2026-03-06T09:54:25.797Z,4.0,0.0,1.80,0.0,70.1
2026-03-06T09:54:27.848Z,4.0,0.0,2.20,0.0,70.2
