Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat/short,5,0,8,13.657633999537211,7.700566000494291,33.31593599978078,0.0,0.06589991498175908,0.0,8,12,12,33,33,33,33,33,33,33,33
,Aggregated,5,0,8,13.657633999537211,7.700566000494291,33.31593599978078,0.0,0.06589991498175908,0.0,8,12,12,33,33,33,33,33,33,33,33
