experiment,users,n,ttft_mean,ttft_p50,ttft_p95,ttft_p99,tpot_mean,tpot_p50,tpot_p99,e2e_mean,e2e_p50,e2e_p99,itl_p50_mean,itl_p99_mean,output_tokens
non_reasoning_baseline,16,83,796.5881796381913,574.4702349984436,1089.4156501999532,8481.819379722705,74.84268789566492,71.78466043265918,133.51779996057624,44189.89479484386,41955.172554000455,115770.35305916109,64.63980389784717,342.86905912882264,49461
non_reasoning_baseline,64,206,741.9642122669086,671.9716100014921,1514.789895751164,2001.0346600538467,125.79389942387387,127.26130016118884,177.30415184264106,76764.58490869885,77512.3597899983,237607.33561899912,92.91910071806342,667.507581918212,129452
non_reasoning_fp8,16,95,440.7660194738511,403.05179999995744,739.8241992967087,856.9627508157284,69.50883840856393,69.61540197802466,77.58257220506732,39714.068454158136,39369.00186999992,98577.17213642235,63.17817857316665,288.4037338742124,54172
