experiment,users,n,ttft_mean,ttft_p50,ttft_p95,ttft_p99,tpot_mean,tpot_p50,tpot_p99,e2e_mean,e2e_p50,e2e_p99,itl_p50_mean,itl_p99_mean,output_tokens
baseline,16,47,627.9130324468246,468.018124000082,880.5588275999975,4210.33007545976,69.2941459232736,68.99320365779052,77.99716187088423,86813.29948865956,71381.80182199995,236252.28557557974,64.92308760643355,131.73198147802702,58852
baseline,64,121,9966.193256479295,758.6217609996311,39065.11980400046,49568.36096559963,112.05837430112778,111.0828553733336,175.9302501542448,151936.22654860324,151674.7387380001,285917.00381240004,90.84442585125251,662.9554628513764,155832
bitsandbytes_quantization,16,18,1051.6175502221913,689.2980084999181,4080.2554148000577,4206.046514960444,137.81719455677273,137.92296921354506,142.64114361809735,203806.3940882777,200770.1520634996,305464.2775731998,132.70618866668985,168.447486773964,26539
fp8_quantization,16,65,436.2683784615001,338.3778449997408,557.2605243996804,4211.215969919722,44.95915245924826,44.719202263157705,50.89012868160816,49071.08787039997,46502.93224500001,119676.40668663995,41.4716950537835,87.59465291499083,70378
fp8_quantization,64,168,454.30289593449896,436.3847069998883,764.5400855002664,1034.056992850376,74.71746559808352,76.27596656942382,86.81447856827295,99269.37989171424,98972.91688950008,250511.47356101073,64.51186385116952,425.2024481375932,225133
