timestamp,category,approx_chars,output_tokens,ttft_ms,tpot_ms,e2e_ms,itl_p50_ms,itl_p99_ms,finish_reason,success,error_type
53735.240853624,long,8256,3,497.38920000527287,224.34430549765239,946.0778110005776,224.26262050066725,311.8237129285262,stop,True,
53741.801896302,long,6471,2,741.4428049960406,105.10165800224058,846.5444629982812,51.585279004939366,51.585279004939366,stop,True,
53739.908465851,long,7070,44,524.7433990007266,91.88940860469809,4475.987969002745,51.78610899747582,495.982840041688,stop,True,
53743.660904655,long,1169,82,557.4767090001842,134.13781122222576,11422.639418000472,64.69791799463565,459.32583680405526,stop,True,
53750.228159813,long,7691,79,578.0996680041426,109.18308598709886,9094.380374997854,67.34534899806022,442.2844862995408,stop,True,
53771.809560383,long,9746,14,603.3108179981355,184.70048315402192,3004.4170990004204,88.2749380034511,451.3129975198535,stop,True,
53772.750197274,medium,468,47,473.7993300004746,205.592110847805,9931.036428999505,98.628103001829,467.6715465007874,stop,True,
53782.684249673,long,5656,1,571.425697999075,90.56580800097436,661.9915060000494,,,stop,True,
53729.586381358,long,5207,530,330.55753399821697,116.49549167108599,61956.67262800271,76.9237679996877,456.2068602023646,stop,True,
53766.211266658,long,4539,204,455.61324099980993,141.78454930540818,29237.876749997668,98.43132799869636,457.36657579851453,stop,True,
53753.050318155,medium,498,337,369.2402519955067,132.0159898333432,44726.61283599882,97.64551299667801,457.02061300107744,stop,True,
53752.105578774,long,2929,368,248.6726950010052,128.78964208720308,47514.47134100454,96.82092800358078,456.71402525971644,stop,True,
53744.605973455,medium,428,416,618.9456779975444,132.51757633736278,55613.7398580031,96.98244899482233,457.1966412004258,stop,True,
53748.35909529,long,1329,403,690.6944760048646,130.47077413183212,53139.94567700138,97.59055300310138,457.44326600135537,stop,True,
53733.345460391,long,8197,582,515.3418909976608,122.51371699483526,71695.81146499695,95.61646800284507,456.46560699533444,stop,True,
53775.563646567,long,11793,277,1012.2890399943572,117.95036864492906,33566.59078599478,99.00295349871158,449.72950774536,stop,True,
53738.230680504,long,7051,583,833.6442229992826,124.47067608075601,73275.57770199928,96.99726850158186,457.29294320801273,stop,True,
53736.185374585,long,12462,626,495.9178399949451,121.96507621280617,76724.0904729988,96.72555799625115,456.9992541981628,stop,True,
53760.560726692,long,1031,428,193.12272599927383,127.8353868875995,54778.83292700426,98.59434799727751,457.14350579932216,stop,True,
53781.190945092,long,9136,242,660.5789669993101,145.06237170540297,35620.61054800142,98.93533799913712,460.160418995656,stop,True,
53737.116134156,long,1417,650,126.94501799705904,125.1750803436063,81365.57216099754,96.88352900411701,457.3059694041149,stop,True,
53762.481987502,long,7538,443,461.6945510060759,128.35578235293667,57194.95035100408,98.5162830002082,458.41550040022406,stop,True,
53756.806093728,medium,962,504,564.2909890011651,126.01765404373434,63951.170972999535,98.1555379985366,460.13248081711936,stop,True,
53745.544415496,long,8852,607,562.907379004173,128.26692339272972,78292.66295499838,97.86367749984493,459.21471745132305,stop,True,
53730.532619538,long,3610,811,210.3128460003063,118.84177820247714,96472.1531900068,96.74604799874942,461.9763085102749,stop,True,
53747.414502349,long,3997,682,947.170431005361,125.86065807341575,86658.27857900149,98.15373799938243,464.0818728017621,stop,True,
53770.873556383,long,2420,511,398.2394210033817,124.50747468627763,63897.051511004975,98.7035329999344,466.4338304087142,stop,True,
53740.846082221,long,1244,754,250.57239499437856,124.66329758964258,94122.03547999525,97.92574799939757,464.1898054795456,stop,True,
53742.648944755,long,3465,737,211.09200600039912,127.12176701223183,93772.71252700302,98.12989799684146,468.0686730000161,stop,True,
53761.512395403,long,9694,592,541.8679479989805,126.60680568866208,75366.49010999827,98.61009800079046,466.1410379987501,stop,True,
53788.703509362,medium,788,99,36319.900706002954,133.2990605101537,49383.20863599802,98.60901349748019,497.95780202352125,stop,True,
53755.084173583,long,3772,659,948.7349109986098,124.99868890577685,83197.87221099978,98.29246299705119,465.4043606993217,stop,True,
53773.686260025,long,1271,510,763.8917939984822,125.4083217583491,64596.727568998176,98.93306699814275,468.9846792788012,stop,True,
53731.469806639,long,2331,877,108.80524800450075,122.45500607990601,107379.39057400217,97.64695299963932,469.3205384974135,stop,True,
53754.217808721,long,8400,709,707.0515660016099,124.8538629477449,89103.586533005,98.28616199956741,466.8074288048956,stop,True,
