timestamp,category,input_tokens,output_tokens,ttft_ms,tpot_ms,e2e_ms,itl_p50_ms,itl_p99_ms,finish_reason,success,error_type
5088.858411518,short,13,256,73.9909539997825,57.79215356862694,14810.990113999651,57.52887700054998,60.46870095970009,length,True,
5088.855604998,short,13,256,194.0826250001919,57.55905527058691,14871.641718999854,57.53506499968353,59.01182081990556,length,True,
5088.857251539,long,127,256,192.49693200072215,57.56020623137053,14870.349521000207,57.55558700002439,59.108932679610014,length,True,
5088.859527185,long,148,256,190.03674000032333,57.561830101960865,14868.303416000344,57.53693599945109,59.21159188048478,length,True,
5104.998796449,short,11,236,170.80288299985114,57.5395969957444,13692.608176999784,57.29192699982377,58.06530620027843,stop,True,
5104.486746671,long,139,256,93.40403599981073,57.3615409098042,14720.596967999882,57.28563900083827,60.67131468034862,length,True,
5104.505055388,medium,59,256,195.47240199972293,57.33815181961023,14816.701116000331,57.2916000000987,58.21073368011639,length,True,
5104.615356162,medium,55,256,148.20238299944322,57.31096950980382,14762.499607999416,57.286281999950006,58.22233131993926,length,True,
5119.438495321,medium,60,256,67.51794699994207,57.4358085725501,14713.649133000217,57.28275300043606,62.80268956015789,length,True,
5119.963024124,medium,61,256,170.86155699962546,57.44735296078337,14819.936561999384,57.30930399931822,60.66333255981593,length,True,
5120.057513892,long,144,256,160.63391299940122,57.33980670588519,14782.284623000123,57.27098599982128,58.65429679995942,length,True,
5120.704936982,short,10,256,152.27613800016115,57.29893474117667,14763.504497000213,57.28142099997058,58.28913357987403,length,True,
5134.979272269,short,11,256,144.2112470003849,57.32112337647028,14761.097708000307,57.288912999865715,58.39397906023805,length,True,
5135.327467586,short,10,256,141.1510369998723,57.31096009803878,14755.44586199976,57.28551999982301,58.089593940094346,length,True,
5135.571047491,medium,59,256,125.74754700017365,57.31305072549017,14740.575482000168,57.29733699990902,58.17227441986688,length,True,
5136.056514198,medium,62,256,156.2818710008287,57.281978599997935,14763.186414000302,57.29155999961222,58.20773379999082,length,True,
5150.993118604,short,12,256,68.56597699970735,57.28951419607934,14677.392096999938,57.241108999733115,59.40552037982343,length,True,
5151.026148448,short,10,256,149.01745099996333,57.290505407845735,14758.096330000626,57.24573900079122,59.113397060355055,length,True,
5151.20632194,medium,52,256,141.29548700020678,57.288135937254566,14749.77015100012,57.239030999880924,59.22283672036429,length,True,
5151.766892763,medium,58,256,158.9574769996034,57.23563748235357,14754.045034999763,57.24379700041027,58.7148582201553,length,True,
