timestamp,num_requests_running,num_requests_waiting,gpu_cache_usage_pct,avg_prompt_throughput_toks_per_s,avg_generation_throughput_toks_per_s
2026-03-06T08:48:00.672Z,0.0,0.0,0.00,,
2026-03-06T08:48:02.726Z,1.0,0.0,0.06,7.8,10.2
2026-03-06T08:48:04.779Z,1.0,0.0,0.10,0.0,17.5
2026-03-06T08:48:06.846Z,1.0,0.0,0.14,0.0,17.9
2026-03-06T08:48:08.898Z,1.0,0.0,0.20,0.0,17.5
2026-03-06T08:48:10.950Z,1.0,0.0,0.24,0.0,17.5
2026-03-06T08:48:13.001Z,1.0,0.0,0.28,0.0,17.6
2026-03-06T08:48:15.054Z,1.0,0.0,0.32,0.0,18.0
2026-03-06T08:48:17.113Z,1.0,0.0,0.06,17.0,11.2
2026-03-06T08:48:19.164Z,1.0,0.0,0.10,0.0,17.6
2026-03-06T08:48:21.221Z,1.0,0.0,0.16,0.0,17.5
2026-03-06T08:48:23.273Z,1.0,0.0,0.20,0.0,18.0
2026-03-06T08:48:25.328Z,1.0,0.0,0.24,0.0,17.5
2026-03-06T08:48:27.380Z,1.0,0.0,0.28,0.0,17.6
2026-03-06T08:48:29.434Z,1.0,0.0,0.33,0.0,18.0
2026-03-06T08:48:31.495Z,0.0,0.0,0.00,0.0,15.5
2026-03-06T08:48:33.548Z,1.0,0.0,0.08,17.5,9.3
2026-03-06T08:48:35.601Z,1.0,0.0,0.12,0.0,17.5
2026-03-06T08:48:37.655Z,1.0,0.0,0.16,0.0,17.5
2026-03-06T08:48:39.708Z,1.0,0.0,0.22,0.0,18.0
2026-03-06T08:48:41.765Z,1.0,0.0,0.26,0.0,17.5
2026-03-06T08:48:43.816Z,1.0,0.0,0.30,0.0,17.5
2026-03-06T08:48:45.870Z,1.0,0.0,0.35,0.0,18.0
2026-03-06T08:48:47.921Z,1.0,0.0,0.06,21.0,10.7
2026-03-06T08:48:49.974Z,1.0,0.0,0.12,0.0,18.0
2026-03-06T08:48:52.032Z,1.0,0.0,0.16,0.0,17.5
2026-03-06T08:48:54.089Z,1.0,0.0,0.20,0.0,17.5
2026-03-06T08:48:56.142Z,1.0,0.0,0.24,0.0,18.0
2026-03-06T08:48:58.197Z,1.0,0.0,0.30,0.0,17.5
2026-03-06T08:49:00.249Z,1.0,0.0,0.33,0.0,17.5
2026-03-06T08:49:02.303Z,0.0,0.0,0.00,0.0,17.0
2026-03-06T08:49:04.355Z,1.0,0.0,0.08,21.9,5.8
2026-03-06T08:49:06.417Z,1.0,0.0,0.12,0.0,17.5
2026-03-06T08:49:08.470Z,1.0,0.0,0.18,0.0,17.5
2026-03-06T08:49:10.522Z,1.0,0.0,0.22,0.0,18.0
2026-03-06T08:49:12.574Z,1.0,0.0,0.26,0.0,17.5
2026-03-06T08:49:14.630Z,1.0,0.0,0.30,0.0,17.5
2026-03-06T08:49:16.696Z,1.0,0.0,0.35,0.0,17.9
2026-03-06T08:49:18.748Z,0.0,0.0,0.00,0.0,12.7
2026-03-06T08:49:20.799Z,1.0,0.0,0.10,20.5,15.1
2026-03-06T08:49:22.855Z,1.0,0.0,0.14,0.0,17.5
2026-03-06T08:49:24.910Z,1.0,0.0,0.20,0.0,18.0
2026-03-06T08:49:26.969Z,1.0,0.0,0.24,0.0,17.5
2026-03-06T08:49:29.020Z,1.0,0.0,0.28,0.0,17.6
2026-03-06T08:49:31.074Z,1.0,0.0,0.32,0.0,18.0
