timestamp,category,approx_chars,output_tokens,ttft_ms,tpot_ms,e2e_ms,itl_p50_ms,itl_p99_ms,finish_reason,success,error_type
24693.995584989,short,2,10,2086.226933999569,962.0382466669575,10744.571154002188,62.01331899865181,62.620149998838315,stop,True,
24693.996903009,short,73,266,902.039191001677,180.79831416225545,48813.59244399937,63.87351800003671,66.83074820000911,stop,True,
24693.99251423,short,166,198,1509.6806969995669,290.8565299796908,58808.41710299865,64.93277700064937,67.15826879866654,stop,True,
24693.996299479,medium,243,497,2085.4190540012496,119.58735214516163,61400.74571800142,64.23238749994198,71.83848015120107,stop,True,
24693.994796439,short,37,378,2086.5991749997193,180.004862602115,69948.43237599707,65.06454799819039,112.558360159166,stop,True,
24752.801487763,medium,327,132,707.127509998827,211.81281320610748,28454.606039998907,65.96518600053969,89.25176100019597,stop,True,
24693.99355312,medium,250,829,2667.1399190017837,107.28738440700354,91501.09420800072,65.0819375005085,182.8717571486073,stop,True,
24693.997523758,medium,261,691,294.55272699851776,133.68652248696046,92538.25324300124,65.32924699968135,261.362312279999,stop,True,
24693.994199299,short,168,282,2087.3115950016654,342.6435056298877,98370.13667700012,65.70082700272906,319.2933712023657,stop,True,
24704.767375723,short,148,264,527.1588449977571,349.19555926997407,92365.59093300093,65.20223699772032,213.231541778877,stop,True,
24792.364875656,short,100,23,214.5360940012324,763.5679770907948,17013.031589998718,64.2708475006657,66.26753700806148,stop,True,
24763.943902514,short,87,507,348.08207800233504,99.61311499999844,50752.318268001545,64.64619749931444,182.5360581002311,stop,True,
24809.378401006,short,183,61,213.27472499979194,285.9320264999648,17369.19631499768,65.15082699843333,66.41381030003686,stop,True,
24742.810947813,short,65,552,696.3387550022162,162.09076040108886,90008.34773600218,64.66318699676776,134.42423250126012,stop,True,
24797.133402955,short,106,372,309.41801099834265,144.73769116172497,54007.10143199831,64.65162700260407,157.4967388001825,stop,True,
24832.820113148,short,45,42,300.1434240031813,487.1672169755606,20273.999320001167,64.82383699767524,378.8939785998089,stop,True,
24693.99346682,short,67,119,2666.838639001071,223.88638557625245,29085.43213699886,63.09956750010315,65.40865359842428,stop,True,
24693.995819139,short,132,98,7219.760175001284,266.8229112061885,33101.58256200157,63.51850899955025,85.88875175817842,stop,True,
24693.995241349,medium,379,132,7219.952015999297,259.6214657404681,41230.36402800062,63.362247001350624,65.44939899831661,stop,True,
24693.99253504,short,90,504,2667.9262590005237,132.86690653081357,69499.98024399974,64.75028700151597,67.13591198233189,stop,True,
24735.247491049,medium,363,157,411.82864500297,210.33618695512885,33224.27381000307,65.39812200026063,135.2139005999544,stop,True,
24727.09762916,short,142,413,271.4426739985356,111.01726160436954,46010.55445499878,65.26689649945183,200.94611172069358,stop,True,
24693.996496829,short,94,77,7216.294945999834,1027.8553491578732,85333.3014819982,66.1112760026299,68.09399099984148,stop,True,
24693.99402307,long,5508,313,7219.200524999906,278.33473400961594,94059.63753600008,65.72301649975998,296.61577068159886,stop,True,
24693.994634359,short,166,708,904.1816609969828,145.95137943281603,104091.8069199979,65.35785699816188,252.15919064023385,stop,True,
24694.127959982,long,4620,544,7087.7748219973,192.28633137385356,111499.25275799978,65.24315700153238,259.7987761390013,stop,True,
24763.492800244,short,73,718,384.9821139992855,94.26178206137048,67970.67985200192,64.65567800114513,140.81392808148144,stop,True,
24779.330486471,short,39,572,220.2123120005126,94.04763867425154,53921.41399499815,64.67339699884178,174.5777924999851,stop,True,
24723.079191316,long,1276,568,703.6844329995802,214.95607899294882,122583.78122200156,64.68812700040871,74.2657892983703,stop,True,
24798.086743839,medium,331,252,443.8162229998852,242.44138692429476,61296.604340997874,64.60858699938399,108.54901650054671,stop,True,
