timestamp,metric_name,labels,value
"1778567605","ttft_p50_ms","","625"
"1778567620","ttft_p50_ms","","562.5"
"1778567635","ttft_p50_ms","","718.75"
"1778567650","ttft_p50_ms","","588.4208384208384"
"1778567665","ttft_p50_ms","","562.5"
"1778567680","ttft_p50_ms","","406.25"
"1778567695","ttft_p50_ms","","500"
"1778567710","ttft_p50_ms","","625"
"1778567725","ttft_p50_ms","","625"
"1778567740","ttft_p50_ms","","583.3333333333334"
"1778567755","ttft_p50_ms","","600"
"1778567770","ttft_p50_ms","","541.6666666666666"
"1778567785","ttft_p50_ms","","531.25"
"1778567800","ttft_p50_ms","","531.25"
"1778567815","ttft_p50_ms","","604.1666666666666"
"1778567830","ttft_p50_ms","","562.5"
"1778567845","ttft_p50_ms","","531.25"
"1778567860","ttft_p50_ms","","437.5"
"1778567875","ttft_p50_ms","","NaN"
"1778567890","ttft_p50_ms","","NaN"
"1778567905","ttft_p50_ms","","NaN"
"1778567920","ttft_p50_ms","","NaN"
"1778567935","ttft_p50_ms","","NaN"
"1778567950","ttft_p50_ms","","NaN"
"1778567965","ttft_p50_ms","","NaN"
"1778567980","ttft_p50_ms","","NaN"
"1778567995","ttft_p50_ms","","NaN"
"1778568010","ttft_p50_ms","","NaN"
"1778568025","ttft_p50_ms","","NaN"
"1778568040","ttft_p50_ms","","NaN"
"1778568055","ttft_p50_ms","","NaN"
"1778568070","ttft_p50_ms","","NaN"
"1778568085","ttft_p50_ms","","NaN"
"1778568100","ttft_p50_ms","","NaN"
"1778568115","ttft_p50_ms","","NaN"
"1778568130","ttft_p50_ms","","NaN"
"1778567605","ttft_p95_ms","","2275"
"1778567620","ttft_p95_ms","","2237.4999999999995"
"1778567635","ttft_p95_ms","","15249.999999999998"
"1778567650","ttft_p95_ms","","13456.043956043972"
"1778567665","ttft_p95_ms","","13749.99999999999"
"1778567680","ttft_p95_ms","","837.4999999999998"
"1778567695","ttft_p95_ms","","950"
"1778567710","ttft_p95_ms","","962.4999999999999"
"1778567725","ttft_p95_ms","","962.4999999999999"
"1778567740","ttft_p95_ms","","733.3333333333334"
"1778567755","ttft_p95_ms","","735"
"1778567770","ttft_p95_ms","","729.1666666666666"
"1778567785","ttft_p95_ms","","728.125"
"1778567800","ttft_p95_ms","","728.125"
"1778567815","ttft_p95_ms","","735.4166666666666"
"1778567830","ttft_p95_ms","","731.25"
"1778567845","ttft_p95_ms","","728.125"
"1778567860","ttft_p95_ms","","712.4999999999999"
"1778567875","ttft_p95_ms","","NaN"
"1778567890","ttft_p95_ms","","NaN"
"1778567905","ttft_p95_ms","","NaN"
"1778567920","ttft_p95_ms","","NaN"
"1778567935","ttft_p95_ms","","NaN"
"1778567950","ttft_p95_ms","","NaN"
"1778567965","ttft_p95_ms","","NaN"
"1778567980","ttft_p95_ms","","NaN"
"1778567995","ttft_p95_ms","","NaN"
"1778568010","ttft_p95_ms","","NaN"
"1778568025","ttft_p95_ms","","NaN"
"1778568040","ttft_p95_ms","","NaN"
"1778568055","ttft_p95_ms","","NaN"
"1778568070","ttft_p95_ms","","NaN"
"1778568085","ttft_p95_ms","","NaN"
"1778568100","ttft_p95_ms","","NaN"
"1778568115","ttft_p95_ms","","NaN"
"1778568130","ttft_p95_ms","","NaN"
"1778567605","ttft_p99_ms","","2454.9999999999995"
"1778567620","ttft_p99_ms","","2447.5"
"1778567635","ttft_p99_ms","","19050.000000000004"
"1778567650","ttft_p99_ms","","18691.208791208785"
"1778567665","ttft_p99_ms","","18750.000000000004"
"1778567680","ttft_p99_ms","","967.5"
"1778567695","ttft_p99_ms","","990.0000000000001"
"1778567710","ttft_p99_ms","","992.5"
"1778567725","ttft_p99_ms","","992.5"
"1778567740","ttft_p99_ms","","746.6666666666667"
"1778567755","ttft_p99_ms","","747"
"1778567770","ttft_p99_ms","","745.8333333333334"
"1778567785","ttft_p99_ms","","745.625"
"1778567800","ttft_p99_ms","","745.625"
"1778567815","ttft_p99_ms","","747.0833333333334"
"1778567830","ttft_p99_ms","","746.25"
"1778567845","ttft_p99_ms","","745.625"
"1778567860","ttft_p99_ms","","742.5"
"1778567875","ttft_p99_ms","","NaN"
"1778567890","ttft_p99_ms","","NaN"
"1778567905","ttft_p99_ms","","NaN"
"1778567920","ttft_p99_ms","","NaN"
"1778567935","ttft_p99_ms","","NaN"
"1778567950","ttft_p99_ms","","NaN"
"1778567965","ttft_p99_ms","","NaN"
"1778567980","ttft_p99_ms","","NaN"
"1778567995","ttft_p99_ms","","NaN"
"1778568010","ttft_p99_ms","","NaN"
"1778568025","ttft_p99_ms","","NaN"
"1778568040","ttft_p99_ms","","NaN"
"1778568055","ttft_p99_ms","","NaN"
"1778568070","ttft_p99_ms","","NaN"
"1778568085","ttft_p99_ms","","NaN"
"1778568100","ttft_p99_ms","","NaN"
"1778568115","ttft_p99_ms","","NaN"
"1778568130","ttft_p99_ms","","NaN"
"1778567605","itl_p50_ms","","37.58445945945946"
"1778567620","itl_p50_ms","","46.875"
"1778567635","itl_p50_ms","","60.28242251223491"
"1778567650","itl_p50_ms","","68.53199574928446"
"1778567665","itl_p50_ms","","80.48907949872351"
"1778567680","itl_p50_ms","","87.39167478091528"
"1778567695","itl_p50_ms","","95.5634014423077"
"1778567710","itl_p50_ms","","115.1046986721144"
"1778567725","itl_p50_ms","","124.5576773187841"
"1778567740","itl_p50_ms","","125"
"1778567755","itl_p50_ms","","125"
