timestamp,gpu_utilization_pct,memory_used_mb,memory_total_mb,memory_utilization_pct,power_draw_w,temperature_c
2026-03-06T08:09:48.302Z,0,20984,23034,91.1,33.76,72
2026-03-06T08:09:50.368Z,100,20984,23034,91.1,72.40,74
2026-03-06T08:09:52.425Z,100,20984,23034,91.1,71.89,74
2026-03-06T08:09:54.490Z,100,20984,23034,91.1,71.94,74
2026-03-06T08:09:56.545Z,100,20984,23034,91.1,71.95,74
2026-03-06T08:09:58.600Z,100,20984,23034,91.1,71.95,75
2026-03-06T08:10:00.655Z,100,20984,23034,91.1,72.05,75
2026-03-06T08:10:02.712Z,100,20984,23034,91.1,72.04,75
2026-03-06T08:10:04.769Z,0,20984,23034,91.1,51.93,73
2026-03-06T08:10:06.824Z,100,20984,23034,91.1,71.20,75
2026-03-06T08:10:08.881Z,100,20984,23034,91.1,71.92,76
2026-03-06T08:10:10.936Z,100,20984,23034,91.1,71.90,76
2026-03-06T08:10:12.991Z,100,20984,23034,91.1,72.00,76
2026-03-06T08:10:15.056Z,100,20984,23034,91.1,71.97,76
2026-03-06T08:10:17.117Z,100,20984,23034,91.1,72.06,77
2026-03-06T08:10:19.175Z,100,20984,23034,91.1,72.03,77
2026-03-06T08:10:21.230Z,100,20984,23034,91.1,72.12,77
2026-03-06T08:10:23.287Z,100,20984,23034,91.1,72.02,77
2026-03-06T08:10:25.343Z,100,20984,23034,91.1,72.01,77
2026-03-06T08:10:27.399Z,100,20984,23034,91.1,71.94,78
2026-03-06T08:10:29.465Z,100,20984,23034,91.1,72.05,78
2026-03-06T08:10:31.520Z,100,20984,23034,91.1,71.94,78
2026-03-06T08:10:33.576Z,100,20984,23034,91.1,71.95,78
2026-03-06T08:10:35.630Z,100,20984,23034,91.1,71.99,78
2026-03-06T08:10:37.692Z,100,20984,23034,91.1,72.09,78
2026-03-06T08:10:39.755Z,100,20984,23034,91.1,72.04,78
2026-03-06T08:10:41.812Z,100,20984,23034,91.1,71.97,78
2026-03-06T08:10:43.869Z,100,20984,23034,91.1,72.04,78
2026-03-06T08:10:45.925Z,100,20984,23034,91.1,71.94,78
2026-03-06T08:10:47.981Z,100,20984,23034,91.1,72.06,78
2026-03-06T08:10:50.050Z,100,20984,23034,91.1,71.96,78
2026-03-06T08:10:52.111Z,100,20984,23034,91.1,71.95,78
2026-03-06T08:10:54.166Z,100,20984,23034,91.1,71.60,78
2026-03-06T08:10:56.224Z,100,20984,23034,91.1,71.89,77
2026-03-06T08:10:58.281Z,100,20984,23034,91.1,71.93,77
2026-03-06T08:11:00.336Z,100,20984,23034,91.1,71.96,77
2026-03-06T08:11:02.391Z,100,20984,23034,91.1,71.95,77
2026-03-06T08:11:04.454Z,100,20984,23034,91.1,72.00,77
2026-03-06T08:11:06.512Z,100,20984,23034,91.1,71.97,77
2026-03-06T08:11:08.569Z,100,20984,23034,91.1,72.29,77
2026-03-06T08:11:10.626Z,100,20984,23034,91.1,72.27,77
2026-03-06T08:11:12.683Z,100,20984,23034,91.1,72.06,77
2026-03-06T08:11:14.743Z,100,20984,23034,91.1,72.04,76
2026-03-06T08:11:16.802Z,100,20984,23034,91.1,72.01,76
2026-03-06T08:11:18.859Z,100,20984,23034,91.1,71.99,76
