timestamp,category,input_tokens,output_tokens,ttft_ms,tpot_ms,e2e_ms,itl_p50_ms,itl_p99_ms,finish_reason,success,error_type
8257.28606595,short,11,256,77.6699269990786,58.363677964706426,14960.407807999218,58.076977999007795,59.50620424046065,length,True,
8257.282076339,medium,59,256,198.97115100138763,58.133820964704846,15023.095497001123,58.10600000040722,59.2604343205312,length,True,
8257.28302039,short,12,256,198.12672500120243,58.13457975293882,15022.4445620006,58.11182099932921,59.71086025951081,length,True,
8257.283765976,medium,53,256,196.89392699910968,58.13731483921954,15021.909211000093,58.109661000344204,59.606806720767054,length,True,
8257.284538458,short,13,256,196.24976200066158,58.137671062742776,15021.35588300007,58.11007400006929,59.67494425982295,length,True,
8257.285341423,long,142,256,195.511924001039,58.1383986862741,15020.803589000934,58.09047199909401,59.78066044084699,length,True,
8257.286800876,medium,60,256,194.10755700118898,58.13903512156257,15019.561512999644,58.09396199947514,59.8070257800282,length,True,
8257.280766148,medium,53,256,200.1924380001583,58.13966692941333,15025.807505000557,58.091787999728695,59.82668887983891,length,True,
8272.875032798,medium,54,256,74.92567699955544,58.363573027457406,14957.636799001193,58.16389900064678,65.29008156052443,length,True,
8273.011226069,medium,55,256,171.94714099969133,58.36480513725666,15054.97245100014,58.15007999990485,65.25048259907636,length,True,
8273.118089258,long,144,256,199.88917800037598,58.292081909801745,15064.37006499982,58.16608299937798,64.07237630057352,length,True,
8273.212510081,medium,57,256,173.94337999940035,58.24900776470695,15027.440359999673,58.16289599897573,63.597242319374345,length,True,
8273.199364949,short,11,256,186.98175400095352,58.2514546470538,15041.102688999672,58.16376100119669,63.58156705959118,length,True,
8273.24038443,medium,54,256,212.19036099864752,58.21456724706342,15056.90500899982,58.18476899912639,63.30559063928377,length,True,
8273.415691286,short,12,256,159.40978199978417,58.1841868627474,14996.377432000372,58.15796299975773,61.39747166031159,length,True,
8273.776701036,short,12,256,151.48259299894562,58.131741843138954,14975.076762999379,58.15117900056066,60.00818176002213,length,True,
8288.641784726,short,13,256,167.7708690003783,58.391419486275375,15057.582838000599,58.142310999755864,65.93661950017123,length,True,
8288.876090351,medium,59,256,165.81752999991295,58.391703152943485,15055.701834000502,58.1502900004125,65.84526052000002,length,True,
8289.254440398,long,135,256,162.1477180015063,58.296868776468564,15027.84925600099,58.146089999354444,62.261555260884094,length,True,
8289.232934968,medium,52,256,183.76823499966122,58.29789788627286,15049.73219599924,58.142374000453856,62.27857976067757,length,True,
8289.303558611,medium,58,256,183.73505599993223,58.24294722745025,15035.686598999746,58.139267999649746,59.522750659853045,length,True,
8289.583317887,medium,61,256,146.73667600072804,58.19143029019709,14985.551400000986,58.1390029983595,59.56595389983704,length,True,
8289.545452232,medium,53,256,184.6887780011457,58.192905513722366,15023.879684000349,58.14347900013672,59.57174052036862,length,True,
8289.603550126,medium,61,256,191.9794660007028,58.15452986666345,15021.384581999882,58.12257999969006,59.61780123947392,length,True,
8305.102414088,medium,55,256,75.60909399944649,58.528455803924075,15000.365324000086,58.19349099874671,74.42089369898913,length,True,
8305.173267948,short,10,256,175.67589300051623,58.54293174510103,15104.123488001278,58.1970690000162,74.39974155986438,length,True,
8305.294517375,medium,62,256,176.205886000389,58.518362615687494,15098.3883530007,58.19911199978378,73.47401984090558,length,True,
8305.39135284,medium,60,256,169.63650999969104,58.39302294509395,15059.857360998649,58.19408299976203,61.31853413960927,length,True,
8305.409743764,short,12,256,189.15266300064104,58.470343603924036,15099.09028200127,58.22105100014596,61.32218566126541,length,True,
8305.401817425,short,10,256,196.8468089999078,58.4730208627483,15107.467129000725,58.21318199923553,61.318961080141904,length,True,
8305.597391453,long,139,256,203.77688299959118,58.34942792156939,15082.881002999784,58.1977130004816,59.99916976004898,length,True,
8305.651989636,long,148,256,246.73564399927272,58.1883606431374,15084.76760799931,58.189446999676875,59.695515960447665,length,True,
8320.819081861,short,13,256,67.71857899911993,58.45127734902039,14972.794302999318,58.171107000816846,66.24342611969043,length,True,
8321.004608966,short,12,256,165.8603639989451,58.48147795294091,15078.637241998877,58.19549499938148,66.24607547921188,length,True,
8321.21529134,long,142,256,149.6954590002133,58.40373336470614,15042.647467000279,58.185373000014806,64.53940140032502,length,True,
8321.177685512,medium,56,256,187.43532499865978,58.40456653333568,15080.599790999258,58.18115700094495,64.53494083933039,length,True,
8321.228826124,short,11,256,203.66119400023308,58.36269701960869,15086.148934000448,58.15275500026473,62.152678659404074,length,True,
8321.340303889,medium,62,256,157.42377500100702,58.331230290195,15031.887499000732,58.16461900030845,59.82620181956009,length,True,
8321.386524593,short,10,256,175.17490400132374,58.30578497254607,15043.150072000572,58.16700400100672,59.63180596030725,length,True,
8321.60585291,long,144,256,162.72196600039024,58.15816332941205,14993.053615000463,58.148322999841184,59.34569695928076,length,True,
