timestamp,gpu_utilization_pct,memory_used_mb,memory_total_mb,memory_utilization_pct,power_draw_w,temperature_c
2026-03-06T10:11:24.785Z,0,21432,23034,93.0,32.68,70
2026-03-06T10:11:26.838Z,100,21432,23034,93.0,73.02,72
2026-03-06T10:11:28.892Z,100,21432,23034,93.0,71.83,73
2026-03-06T10:11:30.944Z,100,21432,23034,93.0,71.87,73
2026-03-06T10:11:32.997Z,100,21432,23034,93.0,71.97,74
2026-03-06T10:11:35.052Z,100,21432,23034,93.0,72.11,74
2026-03-06T10:11:37.107Z,100,21432,23034,93.0,71.96,75
2026-03-06T10:11:39.161Z,100,21432,23034,93.0,71.97,75
2026-03-06T10:11:41.211Z,0,21432,23034,93.0,37.62,73
2026-03-06T10:11:43.266Z,100,21432,23034,93.0,72.01,76
2026-03-06T10:11:45.319Z,100,21432,23034,93.0,71.94,76
2026-03-06T10:11:47.373Z,100,21432,23034,93.0,71.79,77
2026-03-06T10:11:49.432Z,100,21432,23034,93.0,71.82,77
2026-03-06T10:11:51.483Z,100,21432,23034,93.0,72.00,77
2026-03-06T10:11:53.537Z,100,21432,23034,93.0,72.00,78
2026-03-06T10:11:55.590Z,100,21432,23034,93.0,71.96,78
2026-03-06T10:11:57.644Z,100,21432,23034,93.0,69.75,78
2026-03-06T10:11:59.702Z,100,21432,23034,93.0,71.71,78
2026-03-06T10:12:01.753Z,100,21432,23034,93.0,71.69,79
2026-03-06T10:12:03.803Z,100,21432,23034,93.0,72.01,79
2026-03-06T10:12:05.854Z,100,21432,23034,93.0,71.95,79
2026-03-06T10:12:07.905Z,100,21432,23034,93.0,71.92,80
2026-03-06T10:12:09.961Z,100,21432,23034,93.0,71.96,80
2026-03-06T10:12:12.011Z,0,21432,23034,93.0,44.84,78
2026-03-06T10:12:14.062Z,100,21432,23034,93.0,72.08,80
2026-03-06T10:12:16.116Z,100,21432,23034,93.0,72.02,80
2026-03-06T10:12:18.165Z,100,21432,23034,93.0,72.00,80
2026-03-06T10:12:20.218Z,100,21432,23034,93.0,72.00,80
2026-03-06T10:12:22.269Z,100,21432,23034,93.0,71.97,79
2026-03-06T10:12:24.319Z,100,21432,23034,93.0,71.93,79
2026-03-06T10:12:26.369Z,100,21432,23034,93.0,71.89,79
2026-03-06T10:12:28.418Z,100,21432,23034,93.0,54.13,78
2026-03-06T10:12:30.469Z,100,21432,23034,93.0,72.04,78
2026-03-06T10:12:32.518Z,100,21432,23034,93.0,72.08,78
2026-03-06T10:12:34.577Z,100,21432,23034,93.0,72.00,78
2026-03-06T10:12:36.627Z,100,21432,23034,93.0,72.06,78
2026-03-06T10:12:38.680Z,100,21432,23034,93.0,71.93,77
2026-03-06T10:12:40.729Z,100,21432,23034,93.0,71.97,77
2026-03-06T10:12:42.777Z,0,21432,23034,93.0,58.20,75
2026-03-06T10:12:44.830Z,100,21432,23034,93.0,72.71,76
2026-03-06T10:12:46.880Z,100,21432,23034,93.0,71.82,76
2026-03-06T10:12:48.929Z,100,21432,23034,93.0,71.88,76
2026-03-06T10:12:50.979Z,100,21432,23034,93.0,72.01,76
2026-03-06T10:12:53.028Z,100,21432,23034,93.0,71.92,76
2026-03-06T10:12:55.080Z,100,21432,23034,93.0,72.00,76
