timestamp,gpu_utilization_pct,memory_used_mb,memory_total_mb,memory_utilization_pct,power_draw_w,temperature_c
2026-03-06T10:06:52.644Z,0,21418,23034,93.0,33.58,72
2026-03-06T10:06:54.706Z,100,21418,23034,93.0,71.33,73
2026-03-06T10:06:56.759Z,100,21418,23034,93.0,72.12,74
2026-03-06T10:06:58.811Z,100,21418,23034,93.0,71.99,74
2026-03-06T10:07:00.864Z,100,21418,23034,93.0,72.08,74
2026-03-06T10:07:02.919Z,100,21418,23034,93.0,72.06,74
2026-03-06T10:07:04.979Z,100,21418,23034,93.0,72.01,75
2026-03-06T10:07:07.034Z,100,21418,23034,93.0,72.06,75
2026-03-06T10:07:09.086Z,0,21418,23034,93.0,44.20,73
2026-03-06T10:07:11.140Z,100,21418,23034,93.0,71.70,74
2026-03-06T10:07:13.194Z,100,21418,23034,93.0,71.78,75
2026-03-06T10:07:15.251Z,100,21418,23034,93.0,72.01,75
2026-03-06T10:07:17.305Z,100,21418,23034,93.0,72.06,76
2026-03-06T10:07:19.365Z,100,21418,23034,93.0,71.94,76
2026-03-06T10:07:21.419Z,100,21418,23034,93.0,71.97,76
2026-03-06T10:07:23.473Z,100,21418,23034,93.0,72.08,77
2026-03-06T10:07:25.529Z,100,21418,23034,93.0,73.43,77
2026-03-06T10:07:27.582Z,100,21418,23034,93.0,72.02,78
2026-03-06T10:07:29.647Z,100,21418,23034,93.0,72.01,78
2026-03-06T10:07:31.702Z,100,21418,23034,93.0,71.93,78
2026-03-06T10:07:33.758Z,100,21418,23034,93.0,71.93,79
2026-03-06T10:07:35.811Z,100,21418,23034,93.0,71.96,79
2026-03-06T10:07:37.866Z,100,21418,23034,93.0,71.92,79
2026-03-06T10:07:39.924Z,100,21418,23034,93.0,72.16,79
2026-03-06T10:07:41.980Z,100,21418,23034,93.0,71.29,79
2026-03-06T10:07:44.032Z,100,21418,23034,93.0,71.89,79
2026-03-06T10:07:46.086Z,100,21418,23034,93.0,71.84,79
2026-03-06T10:07:48.140Z,100,21418,23034,93.0,72.01,79
2026-03-06T10:07:50.194Z,100,21418,23034,93.0,71.92,79
2026-03-06T10:07:52.246Z,100,21418,23034,93.0,71.96,79
2026-03-06T10:07:54.298Z,100,21418,23034,93.0,71.94,79
2026-03-06T10:07:56.350Z,100,21418,23034,93.0,71.83,78
2026-03-06T10:07:58.401Z,100,21418,23034,93.0,72.06,78
2026-03-06T10:08:00.451Z,100,21418,23034,93.0,72.06,78
2026-03-06T10:08:02.502Z,100,21418,23034,93.0,72.10,78
2026-03-06T10:08:04.559Z,100,21418,23034,93.0,72.03,78
2026-03-06T10:08:06.610Z,100,21418,23034,93.0,71.90,77
2026-03-06T10:08:08.661Z,100,21418,23034,93.0,72.06,77
2026-03-06T10:08:10.711Z,100,21418,23034,93.0,72.01,77
2026-03-06T10:08:12.763Z,100,21418,23034,93.0,56.91,77
2026-03-06T10:08:14.816Z,100,21418,23034,93.0,72.09,77
2026-03-06T10:08:16.867Z,100,21418,23034,93.0,72.11,76
2026-03-06T10:08:18.916Z,100,21418,23034,93.0,71.96,76
2026-03-06T10:08:20.965Z,100,21418,23034,93.0,71.91,76
2026-03-06T10:08:23.016Z,100,21418,23034,93.0,71.97,76
