timestamp,category,input_tokens,output_tokens,ttft_ms,tpot_ms,e2e_ms,itl_p50_ms,itl_p99_ms,finish_reason,success,error_type
9820.772940661,medium,56,256,83.77796000058879,58.58626399999861,15023.275280000234,58.06427499919664,59.52688346042123,length,True,
9820.77002883,long,135,256,275.580514999092,58.077305368629716,15085.29338399967,58.0698180001491,59.51878611929715,length,True,
9820.767787223,medium,58,256,277.1103939994646,58.08129467843494,15087.840537000375,58.064181999725406,59.52081563995307,length,True,
9820.773645614,long,144,256,271.4205000011134,58.08140779215547,15082.179487000758,58.06701199981035,59.52989131928916,length,True,
9820.771468421,medium,59,256,273.7790439987293,58.08152968628051,15084.56911400026,58.05996500021138,59.48178460075724,length,True,
9820.770746824,medium,61,256,274.6771549991536,58.081606956864775,15085.486928999671,58.048475000759936,59.54097969966824,length,True,
9820.769087619,medium,61,256,276.24960799948894,58.08267175686042,15087.330905998897,58.06888900042395,59.55461113975616,length,True,
9820.772233573,long,135,256,273.28143100021407,58.08274678823307,15084.381861999645,58.05211699953361,59.59701630017662,length,True,
9836.387790075,short,11,256,70.91833200138353,57.80043048235159,14810.028105001038,57.552493999537546,63.78485718003504,length,True,
9836.495940309,medium,55,256,137.88317000035022,57.79115540000003,14874.627797000358,57.56178699994052,63.66786867933115,length,True,
9836.591415157,short,11,256,157.70964100011042,57.791858364704666,14894.6335239998,57.573025000237976,63.87022600010824,length,True,
9836.956825861,medium,54,256,141.76861499981896,57.77455058431609,14874.279014000422,57.55940500057477,61.75738771962646,length,True,
9837.122927689,medium,61,256,154.2731139998068,57.75088202744704,14880.748030998802,57.581765000577434,59.5508613207494,length,True,
9837.205179376,long,135,256,162.25934300018707,57.62098036862952,14855.609337000715,57.56171299981361,59.03109924023739,length,True,
9837.181983336,short,11,256,185.61710299945844,57.62160923529568,14879.127457999857,57.561826000892324,59.448872320463124,length,True,
9837.215240201,medium,58,256,221.84233900043182,57.56549479215298,14901.043510999443,57.56232500061742,58.92034378066456,length,True,
9852.004944883,medium,53,256,174.77282500112779,57.71109780783745,14891.102765999676,57.55689400029951,63.95375445987156,length,True,
9852.112575127,medium,55,256,187.85382800160733,57.68831662745095,14898.3745680016,57.541014000889845,63.675238721225476,length,True,
9852.343806717,medium,60,256,135.29699300124776,57.667891956860366,14840.609442000641,57.54888400042546,63.05093605973525,length,True,
9852.900438799,short,10,256,155.98862599836139,57.65773070980846,14858.709956999519,57.55850700006704,61.932240359783485,length,True,
9852.935707363,short,11,256,186.44386800042412,57.624349917643805,14880.653096999595,57.540712999980315,59.90051311990102,length,True,
9852.932281476,medium,52,256,189.71074799992493,57.6259907098075,14884.338379000837,57.562523001251975,59.62956158004092,length,True,
9853.216291745,short,10,256,141.23371899950143,57.70730294901952,14856.595970999479,57.55329800012987,60.001976239582305,length,True,
9853.443538047,medium,54,256,151.66576400042686,57.67135375685672,14857.860971998889,57.54864499976975,58.883725980012976,length,True,
9868.283256797,short,11,236,144.92831000097794,58.04220664680581,13784.846872000344,57.616214000518085,64.7890915397511,stop,True,
9867.804553566,long,139,256,150.51592499912658,57.8324334862783,14897.786464000092,57.60890199962887,64.64772565985186,length,True,
9868.189040074,medium,55,256,175.64582300110487,57.96881749411827,14957.694284001263,57.63468100121827,67.2097770601977,length,True,
9868.633453066,medium,57,256,145.70273800018185,57.94007795294045,14920.422615999996,57.65754899948661,66.5870403796362,length,True,
9868.598080743,short,12,256,181.14586299998336,57.94155688235347,14956.242868000118,57.66563299948757,66.62110629979001,length,True,
9869.043947468,medium,53,256,143.76818999880925,57.911649184318904,14911.238732000129,57.6660560000164,64.76216924089393,length,True,
9869.443819072,long,131,256,165.71876300076838,57.868904474511794,14922.289404001276,57.66293099986797,63.05539080025486,length,True,
9869.505738198,medium,59,256,173.10499499944854,57.82056659608155,14917.349477000243,57.639140000901534,60.40132104000805,length,True,
9882.75594904,long,139,256,213.38192599978356,57.87842356078852,14972.379934000855,57.62278300062462,65.15934114024276,length,True,
9884.056596662,short,11,236,135.5536810006015,58.0892720425525,13786.532611000439,57.619105000412674,63.963847859777154,stop,True,
9884.02609747,medium,60,256,166.23430999970878,57.88590353333669,14927.139711000564,57.626080999398255,65.26231844040012,length,True,
9884.496206328,short,12,256,155.81798499988508,57.892450258826585,14918.392801000664,57.63378600022406,64.99703831988883,length,True,
9884.898648669,medium,58,256,164.21887500109733,57.85880821568557,14918.214970000918,57.63977599963255,64.402359139458,length,True,
9884.910953257,medium,59,256,152.07554600056028,57.860133847055955,14906.409676999829,57.64034799904039,64.74589791981998,length,True,
9885.152936681,long,139,256,177.65798400068888,57.73701950980181,14900.597959000152,57.62649800090003,64.08550608066435,length,True,
9885.60525392,medium,55,256,139.2434899989894,57.68425312549059,14848.728036999091,57.62334400060354,62.92387091980346,length,True,
