timestamp,metric_name,labels,value
"1775340108","ttft_p50_ms","","250"
"1775340123","ttft_p50_ms","","190"
"1775340138","ttft_p50_ms","","219.99999999999997"
"1775340153","ttft_p50_ms","","353.45920772079455"
"1775340168","ttft_p50_ms","","399.99999999999994"
"1775340183","ttft_p50_ms","","416.6666666666667"
"1775340198","ttft_p50_ms","","343.75"
"1775340213","ttft_p50_ms","","416.66666666666674"
"1775340228","ttft_p50_ms","","375"
"1775340243","ttft_p50_ms","","350.00000000000006"
"1775340258","ttft_p50_ms","","339.2857142857143"
"1775340273","ttft_p50_ms","","333.3333333333333"
"1775340288","ttft_p50_ms","","359.375"
"1775340303","ttft_p50_ms","","281.25"
"1775340318","ttft_p50_ms","","328.125"
"1775340333","ttft_p50_ms","","312.5"
"1775340348","ttft_p50_ms","","406.25"
"1775340363","ttft_p50_ms","","250"
"1775340378","ttft_p50_ms","","267.8571428571429"
"1775340393","ttft_p50_ms","","291.66666666666663"
"1775340408","ttft_p50_ms","","339.2857142857143"
"1775340423","ttft_p50_ms","","357.14285714285717"
"1775340438","ttft_p50_ms","","354.1666666666667"
"1775340453","ttft_p50_ms","","328.125"
"1775340468","ttft_p50_ms","","374.99999999999994"
"1775340483","ttft_p50_ms","","312.5"
"1775340498","ttft_p50_ms","","625"
"1775340513","ttft_p50_ms","","NaN"
"1775340528","ttft_p50_ms","","NaN"
"1775340108","ttft_p95_ms","","2349.9999999999995"
"1775340123","ttft_p95_ms","","2050"
"1775340138","ttft_p95_ms","","1899.9999999999998"
"1775340153","ttft_p95_ms","","12138.475676296594"
"1775340168","ttft_p95_ms","","11999.999999999989"
"1775340183","ttft_p95_ms","","11000.000000000005"
"1775340198","ttft_p95_ms","","799.9999999999997"
"1775340213","ttft_p95_ms","","712.4999999999999"
"1775340228","ttft_p95_ms","","702.4999999999999"
"1775340243","ttft_p95_ms","","710"
"1775340258","ttft_p95_ms","","687.5"
"1775340273","ttft_p95_ms","","691.6666666666666"
"1775340288","ttft_p95_ms","","696.8749999999999"
"1775340303","ttft_p95_ms","","549.9999999999997"
"1775340318","ttft_p95_ms","","679.1666666666666"
"1775340333","ttft_p95_ms","","668.7499999999999"
"1775340348","ttft_p95_ms","","717.4999999999999"
"1775340363","ttft_p95_ms","","750"
"1775340378","ttft_p95_ms","","737.5"
"1775340393","ttft_p95_ms","","734.375"
"1775340408","ttft_p95_ms","","696.8749999999999"
"1775340423","ttft_p95_ms","","700"
"1775340438","ttft_p95_ms","","707.5"
"1775340453","ttft_p95_ms","","679.1666666666666"
"1775340468","ttft_p95_ms","","712.4999999999999"
"1775340483","ttft_p95_ms","","687.4999999999999"
"1775340498","ttft_p95_ms","","737.5"
"1775340513","ttft_p95_ms","","NaN"
"1775340528","ttft_p95_ms","","NaN"
"1775340108","ttft_p99_ms","","2469.9999999999995"
"1775340123","ttft_p99_ms","","2410"
"1775340138","ttft_p99_ms","","2380.0000000000005"
"1775340153","ttft_p99_ms","","18427.695135259313"
