timestamp,category,approx_chars,output_tokens,ttft_ms,tpot_ms,e2e_ms,itl_p50_ms,itl_p99_ms,finish_reason,success,error_type
8992.997792428,short,45,33,7719.617176000611,917.3601963125293,37075.14345800155,154.6751990008488,158.64425879992268,stop,True,
8993.555975676,short,66,83,20429.977796000458,526.3861079024425,63593.63864400075,157.07504300007713,161.7683257002136,stop,True,
8993.031982676,short,106,232,16457.844422999187,342.23999327272577,95515.28286899884,158.8947129985172,561.1666654995106,stop,True,
8993.006727985,short,86,199,9156.048474998897,460.69070755050353,100372.8085699986,159.74784250010998,403.0614230395807,stop,True,
8993.026677198,short,40,204,15729.373467000187,417.66596571920815,100515.56450799944,159.78924199953326,394.32815069889256,stop,True,
8992.999678768,short,78,244,8433.283057000153,421.75015561317247,110918.57087100107,160.4336609998427,436.4582922801137,stop,True,
8992.998752258,short,56,376,7718.49791600107,330.1930399039993,131540.8878800008,161.38000099999772,413.55137190057513,stop,True,
8993.674822693,short,34,274,22598.743952001314,426.8257552820491,139122.17514400074,162.93049100022472,371.613699800508,stop,True,
8993.008592624,long,4179,115,12810.305373999654,1140.4602846315722,142822.7778219989,163.76828100055718,378.4065361099794,stop,True,
8993.005868975,long,1903,408,9156.67315599967,354.06489784520795,153261.0865789993,163.0163409990928,561.0150220794455,stop,True,
8993.558970805,medium,479,224,20426.91632700007,631.10464802691,161163.252837001,164.3259409993334,400.85450486090855,stop,True,
8993.029718257,short,98,51,16459.039893001318,2950.464785820004,163982.27918400153,164.91982499883306,243.36545518985048,stop,True,
8993.007671854,long,9017,287,10614.51956899873,536.8854348286726,164163.75392999907,164.10106500006805,376.76864605054925,stop,True,
8993.024369429,short,107,453,17200.776493999,329.1914934115068,165995.3315160001,163.3893859998352,514.1482021601778,stop,True,
8993.0210855,medium,224,383,14263.34255799884,464.6706451649247,191767.52901100006,164.9386750004851,573.8248022191691,stop,True,
8993.018372751,short,78,753,14993.155163001575,244.73188498404124,199031.5326710006,163.49750599965773,584.3979777302778,stop,True,
8993.014936802,short,88,685,13535.803341001156,279.3017311783624,204578.18746700103,164.02474549977342,634.071721879517,stop,True,
8993.556639156,long,7506,197,21202.89543599938,933.6747559030633,204203.1475929998,165.41952549960115,664.7873149500836,stop,True,
8993.686441479,short,62,731,23089.49859399945,261.1128817452058,213701.90226799969,163.8674354990144,647.3727290403813,stop,True,
9154.722733001,short,4,21,638.2634490000783,3028.1041128499965,61200.34570600001,164.67598100007308,455.92667193999637,stop,True,
8993.557825035,long,2347,550,21953.76078499976,371.40715357376814,225856.28809699847,164.9425510004221,617.2240765589227,stop,True,
8993.02082971,short,45,56,12069.522472000244,1093.0413463818034,72186.79652299943,157.5672429989936,378.8077871203863,stop,True,
8993.100355271,medium,506,66,17870.337871998345,839.3356459230955,72427.15485699955,157.95865299878642,332.57613275956805,stop,True,
8993.552829427,medium,216,64,19668.340841999452,1023.4077054444372,84143.026284999,158.99208299924794,163.71573542026454,stop,True,
8992.999506557,short,53,183,2746.266416999788,492.69694282967254,92417.1100120002,159.08434750053857,437.60567456052684,stop,True,
8993.006744625,short,170,519,4156.014875999972,286.2655058474904,152441.546905,161.82204099914088,549.9675029201337,stop,True,
8992.990184401,long,4471,547,1376.1489019998407,322.64360548717855,177539.55749799934,163.46165100003418,586.7836748000609,stop,True,
8993.016982531,medium,591,314,9146.60615899993,566.0361219680503,186315.91233499965,164.94817999955558,561.5827500796148,stop,True,
8993.012994673,short,109,375,7704.1713210001035,501.66302224599036,195326.14164100052,165.04010950029624,610.5372407612044,stop,True,
8993.016213651,short,51,404,11337.623226998403,456.9669274565769,195495.29499199888,164.8904499998025,602.3813178792996,stop,True,
8992.990882951,short,23,339,3470.84764399915,585.1269952988155,201243.7720549988,165.3778149993741,645.2555861505606,stop,True,
8993.299683569,short,164,264,18421.50536200097,721.2931806197715,208121.6118650009,165.31896000014967,702.4019783407124,stop,True,
8993.299093269,short,21,133,19172.256570998798,1461.6848486969666,212114.6565989984,165.26257100031216,849.6014728396765,stop,True,
8992.988248352,long,2224,398,2062.3210730009305,548.5086210377842,219820.24362500123,165.22666000128083,630.9041555594745,stop,True,
8993.013824542,short,5,266,11339.781255999696,829.8993033849052,231263.09665299958,165.01961099857,700.6682984792151,stop,True,
8993.005977035,short,27,751,4854.968282999835,309.1931109040015,236749.80146100099,164.4725109999854,617.2212219796345,stop,True,
8993.017865081,short,90,940,9870.441087001382,245.95506594355584,240822.24800800032,163.90317199875426,619.8713165794835,stop,True,
