Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772790146,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790147,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790148,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790149,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790150,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790151,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790152,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790153,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790154,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790155,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790156,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790157,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790158,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790159,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790160,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772790161,8,POST,chat/short,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,17.832516999988,17.832516999988,17.832516999988,17.832516999988,0.0
1772790161,8,,Aggregated,0.000000,0.000000,18,18,18,18,18,18,18,18,18,18,18,1,0,17.832516999988,17.832516999988,17.832516999988,17.832516999988,0.0
1772790162,8,POST,chat/long,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,19.719264000741532,19.719264000741532,19.719264000741532,19.719264000741532,0.0
1772790162,8,POST,chat/medium,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,4,0,21,21.961837499475223,18.53583299998718,24.79887399931613,0.0
1772790162,8,POST,chat/short,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,20,19.789655000446754,17.832516999988,21.265953000693116,0.0
1772790162,8,,Aggregated,0.000000,0.000000,21,21,24,24,25,25,25,25,25,25,25,8,0,20,20.866947374997835,17.832516999988,24.79887399931613,0.0
1772790163,8,POST,chat/long,0.000000,0.000000,20,20,20,20,20,20,20,20,20,20,20,1,0,19.719264000741532,19.719264000741532,19.719264000741532,19.719264000741532,0.0
1772790163,8,POST,chat/medium,0.000000,0.000000,24,24,25,25,25,25,25,25,25,25,25,4,0,21,21.961837499475223,18.53583299998718,24.79887399931613,0.0
1772790163,8,POST,chat/short,0.000000,0.000000,20,20,21,21,21,21,21,21,21,21,21,3,0,20,19.789655000446754,17.832516999988,21.265953000693116,0.0
1772790163,8,,Aggregated,0.000000,0.000000,21,21,24,24,25,25,25,25,25,25,25,8,0,20,20.866947374997835,17.832516999988,24.79887399931613,0.0
1772790164,8,POST,chat/long,0.000000,0.000000,20,20,20,20,20,20,20,20,20,20,20,1,0,19.719264000741532,19.719264000741532,19.719264000741532,19.719264000741532,0.0
1772790164,8,POST,chat/medium,0.000000,0.000000,24,24,25,25,25,25,25,25,25,25,25,4,0,21,21.961837499475223,18.53583299998718,24.79887399931613,0.0
1772790164,8,POST,chat/short,0.000000,0.000000,20,20,21,21,21,21,21,21,21,21,21,3,0,20,19.789655000446754,17.832516999988,21.265953000693116,0.0
1772790164,8,,Aggregated,0.000000,0.000000,21,21,24,24,25,25,25,25,25,25,25,8,0,20,20.866947374997835,17.832516999988,24.79887399931613,0.0
1772790165,8,POST,chat/long,0.000000,0.000000,20,20,20,20,20,20,20,20,20,20,20,1,0,19.719264000741532,19.719264000741532,19.719264000741532,19.719264000741532,0.0
1772790165,8,POST,chat/medium,0.000000,0.000000,24,24,25,25,25,25,25,25,25,25,25,4,0,21,21.961837499475223,18.53583299998718,24.79887399931613,0.0
1772790165,8,POST,chat/short,0.000000,0.000000,20,20,21,21,21,21,21,21,21,21,21,3,0,20,19.789655000446754,17.832516999988,21.265953000693116,0.0
1772790165,8,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,8,0,20,20.866947374997835,17.832516999988,24.79887399931613,0.0
1772790166,8,POST,chat/long,0.000000,0.000000,20,20,20,20,20,20,20,20,20,20,20,1,0,19.719264000741532,19.719264000741532,19.719264000741532,19.719264000741532,0.0
1772790166,8,POST,chat/medium,0.000000,0.000000,24,24,25,25,25,25,25,25,25,25,25,4,0,21,21.961837499475223,18.53583299998718,24.79887399931613,0.0
1772790166,8,POST,chat/short,0.000000,0.000000,20,20,21,21,21,21,21,21,21,21,21,3,0,20,19.789655000446754,17.832516999988,21.265953000693116,0.0
1772790166,8,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,8,0,20,20.866947374997835,17.832516999988,24.79887399931613,0.0
1772790167,8,POST,chat/long,0.000000,0.000000,20,20,20,20,20,20,20,20,20,20,20,1,0,19.719264000741532,19.719264000741532,19.719264000741532,19.719264000741532,0.0
1772790167,8,POST,chat/medium,0.000000,0.000000,24,24,25,25,25,25,25,25,25,25,25,4,0,21,21.961837499475223,18.53583299998718,24.79887399931613,0.0
1772790167,8,POST,chat/short,0.000000,0.000000,20,20,21,21,21,21,21,21,21,21,21,3,0,20,19.789655000446754,17.832516999988,21.265953000693116,0.0
