Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat/long,2,0,7.3563140012993244,8.523400000740367,7.3563140012993244,9.690486000181409,0.0,0.02613130652825679,0.0,10,10,10,10,10,10,10,10,10,10,10
POST,chat/medium,2,0,7,17.61869750043843,6.88794699999562,28.34944800088124,0.0,0.02613130652825679,0.0,28,28,28,28,28,28,28,28,28,28,28
POST,chat/short,1,0,6.633371998759685,6.633371998759685,6.633371998759685,6.633371998759685,0.0,0.013065653264128394,0.0,7,7,7,7,7,7,7,7,7,7,7
,Aggregated,5,0,7,11.783513400223455,6.633371998759685,28.34944800088124,0.0,0.06532826632064197,0.0,7,10,10,28,28,28,28,28,28,28,28
