timestamp,category,input_tokens,output_tokens,ttft_ms,tpot_ms,e2e_ms,itl_p50_ms,itl_p99_ms,finish_reason,success,error_type
8888.624813006,medium,57,256,80.74165500147501,57.69210870587581,14792.229374999806,57.59755999861227,58.65184587917611,length,True,
8888.625838695,medium,59,256,79.84755600045901,57.69291419607779,14791.540676000295,57.602927001425996,58.65283456023462,length,True,
8888.623101241,long,135,256,157.89551899979415,57.620817584314615,14851.20400300002,57.602085998951225,58.59330042047077,length,True,
8888.626680281,short,13,256,154.42128099857655,57.6215306000057,14847.91158400003,57.60320900117222,58.62732786041306,length,True,
8904.007789764,short,14,256,70.37680599933083,57.78963698039126,14806.734235999102,57.63908599874412,62.326760039868546,length,True,
8904.061539507,medium,62,256,136.61270400007197,57.77059427450962,14868.114244000026,57.62953199882759,61.369646659586586,length,True,
8904.332973466,medium,58,256,157.67445900019084,57.74688114117239,14883.12914999915,57.62900299851026,60.31001670045954,length,True,
8904.752937078,long,131,256,165.92922400013776,57.622391043140155,14859.638940000877,57.63456199929351,59.007167239542476,length,True,
8919.70237162,long,139,256,90.65602900045633,57.53756618823008,14762.735406999127,57.4055409997527,59.761984980068526,length,True,
8919.939831349,short,12,256,137.8157569997711,57.54742232156608,14812.408448999122,57.39818199981528,59.73914088011953,length,True,
8920.285358087,long,144,256,156.58457800054748,57.46848091372407,14811.047211000187,57.404130000577425,59.12858968014917,length,True,
8920.433619814,medium,56,256,190.2957759994024,57.4179840588234,14831.881710999369,57.4004589998367,58.19991722004488,length,True,
8935.298741206,medium,56,256,73.8629840016074,57.809666368627276,14815.327908001564,57.64864100092382,61.12099641984972,length,True,
8935.700487685,medium,53,256,131.63841699861223,57.81576014510481,14874.65725400034,57.66356799904315,59.20331310047914,length,True,
8936.037059682,short,14,256,143.7889600001654,57.80379723137765,14883.757254001466,57.64919099965482,59.05813549921732,length,True,
8936.374519481,long,148,256,186.90167299973837,57.65702415686546,14889.44283300043,57.66276599933917,58.55873232027079,length,True,
8950.768493037,short,10,256,152.54139300122915,57.36923519215648,14781.696367001132,57.3034999997617,60.137112360280305,length,True,
8951.722773062,medium,53,256,170.21395200026745,57.38027587451107,14802.18430000059,57.31979099982709,59.87210069983121,length,True,
8952.256201044,short,13,256,153.3020229999238,57.40630921176418,14791.91087199979,57.319229999848176,60.18080337977154,length,True,
8952.651094207,medium,60,256,166.11479300081555,57.3790304745047,14797.767563999514,57.32627299948945,59.732747199923324,length,True,
