timestamp,num_requests_running,num_requests_waiting,gpu_cache_usage_pct,avg_prompt_throughput_toks_per_s,avg_generation_throughput_toks_per_s
2026-03-06T09:51:20.430Z,0.0,0.0,0.00,,
2026-03-06T09:51:22.483Z,1.0,0.0,0.20,21.9,9.7
2026-03-06T09:51:24.537Z,1.0,0.0,0.29,0.0,18.0
2026-03-06T09:51:26.598Z,1.0,0.0,0.37,0.0,17.5
2026-03-06T09:51:28.648Z,1.0,0.0,0.45,0.0,18.0
2026-03-06T09:51:30.705Z,1.0,0.0,0.57,0.0,17.5
2026-03-06T09:51:32.758Z,1.0,0.0,0.65,0.0,17.5
2026-03-06T09:51:34.812Z,1.0,0.0,0.73,0.0,18.0
2026-03-06T09:51:36.877Z,0.0,0.0,0.00,0.0,8.2
2026-03-06T09:51:38.926Z,1.0,0.0,0.12,6.3,14.6
2026-03-06T09:51:40.981Z,1.0,0.0,0.20,0.0,17.5
2026-03-06T09:51:43.032Z,1.0,0.0,0.33,0.0,17.5
2026-03-06T09:51:45.088Z,1.0,0.0,0.41,0.0,18.0
2026-03-06T09:51:47.153Z,1.0,0.0,0.49,0.0,17.4
2026-03-06T09:51:49.206Z,1.0,0.0,0.57,0.0,17.5
2026-03-06T09:51:51.259Z,1.0,0.0,0.69,0.0,18.0
2026-03-06T09:51:53.314Z,1.0,0.0,0.08,7.8,6.8
2026-03-06T09:51:55.364Z,1.0,0.0,0.16,0.0,17.6
2026-03-06T09:51:57.416Z,1.0,0.0,0.24,0.0,18.0
2026-03-06T09:51:59.468Z,1.0,0.0,0.37,0.0,17.5
2026-03-06T09:52:01.532Z,1.0,0.0,0.45,0.0,17.4
2026-03-06T09:52:03.588Z,1.0,0.0,0.53,0.0,18.0
2026-03-06T09:52:05.642Z,1.0,0.0,0.61,0.0,17.5
2026-03-06T09:52:07.698Z,0.0,0.0,0.00,0.0,15.6
2026-03-06T09:52:09.748Z,1.0,0.0,0.16,17.6,13.7
2026-03-06T09:52:11.804Z,1.0,0.0,0.29,0.0,18.0
2026-03-06T09:52:13.859Z,1.0,0.0,0.37,0.0,17.5
2026-03-06T09:52:15.909Z,1.0,0.0,0.45,0.0,17.6
2026-03-06T09:52:17.960Z,1.0,0.0,0.57,0.0,18.0
2026-03-06T09:52:20.014Z,1.0,0.0,0.65,0.0,17.5
2026-03-06T09:52:22.068Z,1.0,0.0,0.73,0.0,17.5
2026-03-06T09:52:24.122Z,1.0,0.0,0.16,19.5,9.2
2026-03-06T09:52:26.178Z,1.0,0.0,0.24,0.0,17.5
2026-03-06T09:52:28.232Z,1.0,0.0,0.33,0.0,17.5
2026-03-06T09:52:30.287Z,1.0,0.0,0.41,0.0,18.0
2026-03-06T09:52:32.340Z,1.0,0.0,0.53,0.0,17.5
2026-03-06T09:52:34.395Z,1.0,0.0,0.61,0.0,17.5
2026-03-06T09:52:36.461Z,1.0,0.0,0.69,0.0,17.9
2026-03-06T09:52:38.516Z,0.0,0.0,0.00,0.0,14.1
2026-03-06T09:52:40.565Z,1.0,0.0,0.12,7.8,11.2
2026-03-06T09:52:42.617Z,1.0,0.0,0.20,0.0,17.5
2026-03-06T09:52:44.673Z,1.0,0.0,0.29,0.0,17.5
2026-03-06T09:52:46.735Z,1.0,0.0,0.41,0.0,17.9
2026-03-06T09:52:48.787Z,1.0,0.0,0.49,0.0,17.5
2026-03-06T09:52:50.839Z,1.0,0.0,0.57,0.0,17.5
