timestamp,category,approx_chars,output_tokens,ttft_ms,tpot_ms,e2e_ms,itl_p50_ms,itl_p99_ms,finish_reason,success,error_type
83269.330571786,long,2812,386,546.1055069899885,160.01606832727845,62152.29181299219,153.70455499214586,569.9371990375229,stop,True,
83241.183224749,long,2996,633,384.50080300390255,147.15918618039032,93389.10646901058,148.92532600060804,529.6570683937175,stop,True,
83220.543061302,long,6038,829,347.08106600737665,159.26872217873193,132221.58302999742,150.04100599617232,556.032804073912,stop,True,
83250.582270987,medium,705,682,339.3576170055894,157.6772973142433,107717.59708800528,155.93235500273295,532.4854042002718,stop,True,
83252.454658596,medium,577,715,369.78356399049517,161.64930766246283,115787.38923498895,158.491590002086,559.5864855487891,stop,True,
83222.4186533,long,1955,1033,205.19489899743348,168.23628933429586,173825.04549199075,159.86109950608807,559.4728690163184,stop,True,
83259.948566659,long,9676,810,623.308399997768,169.13361482199758,137452.4027909938,166.272624002886,563.7780194799411,stop,True,
83263.701245213,medium,838,830,419.3067099986365,170.533388568161,141791.48583300412,168.06832399743143,560.8776547602615,stop,True,
83271.212727722,long,10151,808,826.7867300019134,172.7312592391526,140220.91293599806,170.16557400347665,513.5431966470803,stop,True,
83231.802364421,long,2854,1062,8575.540835998254,162.15074434966962,180617.48059099773,164.16552400914952,539.6143782010784,stop,True,
83218.666926943,long,4425,1181,1253.60909900337,165.8045030033864,196902.92264299933,161.68492900033016,567.6379310891209,stop,True,
83233.679239939,long,4893,1084,6698.726998001803,163.54904888458827,183822.3469400109,165.07054401154164,551.2329726564359,stop,True,
83229.927261043,long,1662,1100,10450.521213992033,163.83043692993942,190500.17139999545,165.87150399573147,564.900204820442,stop,True,
83237.430702084,medium,988,1104,3826.948137997533,163.77021539347342,184465.4957169987,165.45632400084287,566.8104125955142,stop,True,
83265.583465891,long,8845,917,763.3596450032201,174.8372276844875,160914.26020399376,171.24841799522983,579.6863962998035,stop,True,
83235.553798356,long,2632,1326,5284.449885992217,168.86884762490396,229035.67298898997,172.46879400045145,589.5487737935035,stop,True,
83224.295828248,long,7135,1425,458.0933750112308,178.65157775069358,254857.9400919989,174.77887249697233,594.9686172252403,stop,True,
83334.573999438,long,1795,884,746.4560170046752,190.7725443102986,169198.61264299834,181.06593200354837,694.7959750230069,stop,True,
83239.307392591,long,10672,1554,2187.540208004066,172.18995303412117,269598.53726999427,177.07541299751028,602.8236226760785,stop,True,
83358.300599175,long,8827,623,1077.1082160063088,257.3649796237879,161158.12554200238,181.2406325043412,725.6459346016344,stop,True,
83228.050507575,long,6806,1779,11305.538482003612,175.639531648484,323592.6257530082,178.32972250471357,658.9702357475475,stop,True,
83421.897032091,long,10633,566,61871.70993100153,190.63065671325924,169578.030973993,180.91755200293846,717.7700656442904,stop,True,
83226.173414696,long,7732,2093,12743.237374001183,177.41396496510694,383893.2520810049,178.69818799954373,672.8867611182818,stop,True,
83397.401592059,long,4618,987,25271.09505700355,194.62602145333597,217172.35220999282,180.4776069984655,722.8967370072496,stop,True,
83248.728497055,long,12399,2083,753.3673779980745,179.44438478290564,374356.5764960076,178.87425749358954,674.5313873249697,stop,True,
83261.823095657,long,11540,2097,761.6366649890551,181.9829396817814,382197.8782380029,178.70638251042692,672.2090714021789,stop,True,
83368.244080781,long,7328,1224,947.977636998985,226.29637298445633,277708.44179698906,179.9200829991605,719.3511640248471,stop,True,
83331.484362199,long,7358,1743,887.9255130013917,186.74301280424777,326194.253818001,179.74677299935138,706.1302277124196,stop,True,
83254.319578294,long,8923,2281,651.5565570007311,179.55552818772017,410038.1608250027,177.94691800372675,674.2714605931548,stop,True,
83396.244699032,medium,902,1418,25104.023241990944,183.16653486026868,284651.00313899165,178.7196029908955,715.6734881602459,stop,True,
83420.429517773,long,16285,1198,60356.71199900389,177.87994626733607,273279.00768100517,177.0235219883034,644.2066673299972,stop,True,
83415.570558096,long,2605,1709,19951.249473000644,173.6313375035114,316513.5739289981,176.36758300068323,486.04927626467565,stop,True,
83267.475962546,long,7672,2775,750.1907969999593,173.67631276459906,482528.28240599774,174.35524299799,596.6360656550387,stop,True,
83232.740072121,long,1169,541,7637.755246003508,144.79096788148766,85824.87790200685,146.107706008479,551.6570090648024,stop,True,
83245.879567002,long,1304,629,284.01197199127637,152.53846848566695,96078.17018099013,151.19318499637302,530.08895939769,stop,True,
83251.567582152,long,2214,795,401.5903410036117,163.20440481864142,129985.8877670049,160.88694949576166,551.6234309683213,stop,True,
83242.121199468,long,5640,1108,433.3409379905788,165.33725265402322,183461.6796259943,167.21467400202528,566.9180270080689,stop,True,
83274.021348509,long,7863,893,770.6113949971041,176.19316929484344,157934.91840599745,173.5604789937497,565.5614035001781,stop,True,
83264.650188811,long,1204,953,455.2276059985161,176.42753424474867,168414.24020699924,171.94790800567716,588.501259006007,stop,True,
83262.763285794,long,10692,973,993.4118840028532,175.54666406584056,171624.7693559999,171.83468849543715,596.638466118893,stop,True,
83223.374114377,long,2726,1213,251.96436599071603,176.34327730859158,213980.0164640037,167.6422439995804,597.7754612076387,stop,True,
83255.258300704,long,7889,1052,574.8314540105639,174.01091006660508,183460.2979340125,171.10470299667213,597.0344015076989,stop,True,
83247.751596601,long,10000,1150,664.3498550110962,170.97772649694818,197117.75760000455,170.9605430078227,593.1500981986754,stop,True,
83257.143539952,long,3272,1137,398.725660998025,175.7502817244784,200051.0457000055,174.6988574959687,597.2673418466003,stop,True,
83260.885436488,long,1256,1121,473.3224140072707,177.27325066606292,199019.36315999774,175.42677250457928,597.6133240897615,stop,True,
83221.496811329,long,10854,1439,511.1680000118213,174.08390259665495,250843.81993400166,172.64558300666977,595.0925887373165,stop,True,
83253.399205214,long,8833,1301,721.0089200088987,175.7632488469244,229213.23242101062,176.51697300607339,598.3271609965594,stop,True,
83228.988054134,long,12871,1435,10367.518953004037,171.58155178940547,256415.46421901148,175.6086934983614,605.2384356013507,stop,True,
83268.410220976,long,2371,1210,480.5002130015055,180.49245251281656,218695.8753009967,177.6287329994375,652.5633035204397,stop,True,
83249.628523259,long,9276,1495,545.6486869952641,176.05616767537416,263573.56319400424,177.8399434988387,623.289359655172,stop,True,
83227.308176996,long,1906,1601,11608.333994008717,174.56851682874913,290917.9609200073,177.34704750182573,638.4242221736348,stop,True,
83234.616837028,long,6799,1698,6221.217244994477,174.97904905302997,303160.6634879863,177.99158299749251,622.7402207243716,stop,True,
83259.01423789,long,7958,1609,662.483035994228,180.71892997201093,291258.5224309878,178.94438249641098,653.7289556677581,stop,True,
83244.000405954,long,6068,1787,536.7095380061073,176.50350279674922,315771.9655330002,178.34487799700582,657.5156318474925,stop,True,
83270.270140674,long,3110,1635,626.175848999992,183.2971007656078,300133.63850000314,179.25605249911314,692.34983577102,stop,True,
83266.519121509,long,3070,1729,496.7476519959746,183.08363024305908,316865.26071200205,179.22776200430235,692.7594026015141,stop,True,
83230.865614292,medium,432,2004,9511.716575012542,176.43480416575136,362910.6293190125,178.60388199915178,654.8384484462443,stop,True,
83240.25025023,long,8637,2118,1244.6844189980766,177.02142537411356,375999.0419359965,178.63019299693406,668.9264555205615,stop,True,
83272.142944362,long,12607,1962,948.7434479960939,183.3680650275392,360533.5189670004,179.0263229922857,690.4167624044936,stop,True,
83318.566188673,long,2244,1729,667.24623600021,187.46631552026142,324609.03945501195,179.83090699999593,706.6843820773647,stop,True,
83341.959825373,long,5422,1545,858.6280850140611,194.9734416347114,301897.62196900847,180.11680299969157,718.4458614357573,stop,True,
83275.898580896,long,10233,2016,876.5735659981146,182.81850671116464,369255.8645889949,178.7890829873504,685.4594961419917,stop,True,
83433.066789708,long,1366,965,53674.824333997094,196.13094509751207,242745.05540799873,177.5440624987823,664.5264661063269,stop,True,
83438.719995738,short,160,858,75498.36047599092,196.74323680279832,244107.3144159891,175.21772399777547,595.3291500365704,stop,True,
83444.869869401,long,10655,833,75535.4121140117,214.37216972113814,253893.05732199864,169.55453799891984,363.0671742762255,stop,True,
83434.38852019,long,3640,1102,52352.62104299909,193.35375671844295,265235.1071900048,175.20477299694903,504.6388000046136,stop,True,
83225.244820046,long,8286,2859,13198.012519991607,171.72961998075706,504001.26642499526,174.23532299289946,593.4072471717074,stop,True,
