Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat/long,2,0,13,19.13032350012145,12.92714999999589,25.333497000247007,0.0,0.018586930849320293,0.0,25,25,25,25,25,25,25,25,25,25,25
POST,chat/medium,4,0,27,27.801049499885266,11.158665000039036,43.911495999964245,0.0,0.037173861698640585,0.0,29,29,44,44,44,44,44,44,44,44,44
POST,chat/short,1,0,11.99773499956791,11.99773499956791,11.99773499956791,11.99773499956791,0.0,0.009293465424660146,0.0,12,12,12,12,12,12,12,12,12,12,12
,Aggregated,7,0,25,23.06608285705027,11.158665000039036,43.911495999964245,0.0,0.06505425797262103,0.0,25,27,29,29,44,44,44,44,44,44,44
