timestamp,num_requests_running,num_requests_waiting,gpu_cache_usage_pct,avg_prompt_throughput_toks_per_s,avg_generation_throughput_toks_per_s
2026-03-06T10:38:00.339Z,0.0,0.0,0.00,,
2026-03-06T10:38:02.392Z,1.0,0.0,0.39,140.3,9.3
2026-03-06T10:38:04.448Z,1.0,0.0,0.43,0.0,17.5
2026-03-06T10:38:06.506Z,1.0,0.0,0.47,0.0,18.0
2026-03-06T10:38:08.559Z,1.0,0.0,0.51,0.0,17.5
2026-03-06T10:38:10.611Z,1.0,0.0,0.57,0.0,17.5
2026-03-06T10:38:12.666Z,1.0,0.0,0.61,0.0,18.0
2026-03-06T10:38:14.726Z,1.0,0.0,0.65,0.0,17.5
2026-03-06T10:38:16.786Z,1.0,0.0,0.37,146.7,9.7
2026-03-06T10:38:18.840Z,1.0,0.0,0.43,0.0,17.5
2026-03-06T10:38:20.899Z,1.0,0.0,0.47,0.0,18.0
2026-03-06T10:38:22.949Z,1.0,0.0,0.51,0.0,17.6
2026-03-06T10:38:25.003Z,1.0,0.0,0.55,0.0,17.5
2026-03-06T10:38:27.058Z,1.0,0.0,0.61,0.0,18.0
2026-03-06T10:38:29.116Z,1.0,0.0,0.65,0.0,17.5
2026-03-06T10:38:31.169Z,1.0,0.0,0.69,0.0,17.5
2026-03-06T10:38:33.221Z,1.0,0.0,0.39,139.9,10.7
2026-03-06T10:38:35.274Z,1.0,0.0,0.43,0.0,17.5
2026-03-06T10:38:37.327Z,1.0,0.0,0.47,0.0,18.0
2026-03-06T10:38:39.381Z,1.0,0.0,0.53,0.0,17.5
2026-03-06T10:38:41.446Z,1.0,0.0,0.57,0.0,17.4
2026-03-06T10:38:43.499Z,1.0,0.0,0.61,0.0,18.0
2026-03-06T10:38:45.552Z,1.0,0.0,0.65,0.0,17.5
2026-03-06T10:38:47.605Z,1.0,0.0,0.37,142.3,9.3
2026-03-06T10:38:49.662Z,1.0,0.0,0.41,0.0,17.5
2026-03-06T10:38:51.725Z,1.0,0.0,0.45,0.0,17.5
2026-03-06T10:38:53.780Z,1.0,0.0,0.51,0.0,18.0
2026-03-06T10:38:55.832Z,1.0,0.0,0.55,0.0,17.5
2026-03-06T10:38:57.885Z,1.0,0.0,0.59,0.0,17.5
2026-03-06T10:38:59.940Z,1.0,0.0,0.63,0.0,18.0
2026-03-06T10:39:02.005Z,0.0,0.0,0.00,0.0,17.4
2026-03-06T10:39:04.057Z,1.0,0.0,0.39,143.3,12.7
2026-03-06T10:39:06.113Z,1.0,0.0,0.45,0.0,17.5
2026-03-06T10:39:08.165Z,1.0,0.0,0.49,0.0,17.5
2026-03-06T10:39:10.217Z,1.0,0.0,0.53,0.0,18.0
2026-03-06T10:39:12.267Z,1.0,0.0,0.59,0.0,17.6
2026-03-06T10:39:14.323Z,1.0,0.0,0.63,0.0,17.5
2026-03-06T10:39:16.384Z,1.0,0.0,0.67,0.0,18.0
2026-03-06T10:39:18.437Z,1.0,0.0,0.37,144.6,9.3
2026-03-06T10:39:20.493Z,1.0,0.0,0.43,0.0,18.0
2026-03-06T10:39:22.545Z,1.0,0.0,0.47,0.0,17.5
2026-03-06T10:39:24.598Z,1.0,0.0,0.51,0.0,17.5
2026-03-06T10:39:26.659Z,1.0,0.0,0.57,0.0,18.0
2026-03-06T10:39:28.717Z,1.0,0.0,0.61,0.0,17.5
2026-03-06T10:39:30.771Z,1.0,0.0,0.65,0.0,17.5
