Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat/medium,26,0,8,17.337387038493873,6.3011679994815495,47.893536000628956,0.0,0.3211718633055392,0.0,8,10,41,41,44,45,48,48,48,48,48
POST,chat/short,54,0,8,14.253940944534541,6.1682610012212535,49.327519998769276,0.0,0.6670492545576584,0.0,8,8,9,12,40,47,48,49,49,49,49
,Aggregated,80,0,8,15.256060925071324,6.1682610012212535,49.327519998769276,0.0,0.9882211178631977,0.0,8,8,11,39,43,47,48,49,49,49,49
