Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,chat/long,192,0,15,14.98832435947861,7.673430001887027,30.84254999703262,0.0,0.570794339899236,0.0,15,17,18,19,21,23,26,27,31,31,31
POST,chat/medium,15,0,9,9.192389867287906,7.547070003056433,16.866548998223152,0.0,0.044593307804627814,0.0,9,9,9,9,10,17,17,17,17,17,17
POST,chat/short,1,0,7.9196689985110424,7.9196689985110424,7.9196689985110424,7.9196689985110424,0.0,0.0029728871869751875,0.0,8,8,8,8,8,8,8,8,8,8,8
,Aggregated,208,0,14,14.536364394364053,7.547070003056433,30.84254999703262,0.0,0.6183605348908391,0.0,15,16,18,19,21,22,26,27,31,31,31
