timestamp,gpu_utilization_pct,memory_used_mb,memory_total_mb,memory_utilization_pct,power_draw_w,temperature_c
2026-03-06T10:14:38.752Z,0,21432,23034,93.0,33.72,72
2026-03-06T10:14:40.804Z,100,21432,23034,93.0,71.96,74
2026-03-06T10:14:42.856Z,100,21432,23034,93.0,71.88,74
2026-03-06T10:14:44.919Z,100,21432,23034,93.0,71.90,74
2026-03-06T10:14:46.971Z,100,21432,23034,93.0,71.98,75
2026-03-06T10:14:49.026Z,100,21432,23034,93.0,72.03,75
2026-03-06T10:14:51.080Z,100,21432,23034,93.0,71.95,75
2026-03-06T10:14:53.136Z,100,21432,23034,93.0,71.97,76
2026-03-06T10:14:55.192Z,0,21432,23034,93.0,51.31,74
2026-03-06T10:14:57.246Z,100,21432,23034,93.0,71.57,76
2026-03-06T10:14:59.300Z,100,21432,23034,93.0,72.05,76
2026-03-06T10:15:01.356Z,100,21432,23034,93.0,72.00,77
2026-03-06T10:15:03.409Z,100,21432,23034,93.0,71.95,77
2026-03-06T10:15:05.461Z,100,21432,23034,93.0,72.04,77
2026-03-06T10:15:07.516Z,100,21432,23034,93.0,72.00,77
2026-03-06T10:15:09.579Z,100,21432,23034,93.0,72.01,78
2026-03-06T10:15:11.634Z,100,21432,23034,93.0,72.81,78
2026-03-06T10:15:13.693Z,100,21432,23034,93.0,71.74,78
2026-03-06T10:15:15.748Z,100,21432,23034,93.0,71.99,78
2026-03-06T10:15:17.802Z,100,21432,23034,93.0,71.89,78
2026-03-06T10:15:19.858Z,100,21432,23034,93.0,71.98,78
2026-03-06T10:15:21.912Z,100,21432,23034,93.0,72.03,78
2026-03-06T10:15:23.964Z,100,21432,23034,93.0,71.91,78
2026-03-06T10:15:26.016Z,100,21432,23034,93.0,71.91,78
2026-03-06T10:15:28.071Z,100,21432,23034,93.0,71.33,78
2026-03-06T10:15:30.130Z,100,21432,23034,93.0,72.05,78
2026-03-06T10:15:32.181Z,100,21432,23034,93.0,72.09,78
2026-03-06T10:15:34.233Z,100,21432,23034,93.0,71.95,78
2026-03-06T10:15:36.283Z,100,21432,23034,93.0,71.99,78
2026-03-06T10:15:38.335Z,100,21432,23034,93.0,71.97,78
2026-03-06T10:15:40.388Z,100,21432,23034,93.0,72.02,78
2026-03-06T10:15:42.440Z,100,21432,23034,93.0,71.92,77
2026-03-06T10:15:44.501Z,100,21432,23034,93.0,71.49,77
2026-03-06T10:15:46.552Z,100,21432,23034,93.0,72.00,77
2026-03-06T10:15:48.602Z,100,21432,23034,93.0,71.97,77
2026-03-06T10:15:50.652Z,100,21432,23034,93.0,71.98,77
2026-03-06T10:15:52.703Z,100,21432,23034,93.0,71.93,77
2026-03-06T10:15:54.756Z,100,21432,23034,93.0,72.02,77
2026-03-06T10:15:56.805Z,100,21432,23034,93.0,72.00,77
2026-03-06T10:15:58.855Z,100,21432,23034,93.0,72.14,77
2026-03-06T10:16:00.904Z,100,21432,23034,93.0,71.77,76
2026-03-06T10:16:02.954Z,100,21432,23034,93.0,72.00,76
2026-03-06T10:16:05.006Z,100,21432,23034,93.0,71.98,76
2026-03-06T10:16:07.056Z,100,21432,23034,93.0,71.96,76
2026-03-06T10:16:09.108Z,100,21432,23034,93.0,72.03,76
