timestamp,gpu_utilization_pct,memory_used_mb,memory_total_mb,memory_utilization_pct,power_draw_w,temperature_c
2026-03-06T10:31:51.230Z,0,21432,23034,93.0,32.63,69
2026-03-06T10:31:53.284Z,100,21432,23034,93.0,71.56,72
2026-03-06T10:31:55.342Z,100,21432,23034,93.0,71.96,72
2026-03-06T10:31:57.396Z,100,21432,23034,93.0,71.94,73
2026-03-06T10:31:59.457Z,100,21432,23034,93.0,71.96,73
2026-03-06T10:32:01.509Z,100,21432,23034,93.0,71.87,74
2026-03-06T10:32:03.562Z,100,21432,23034,93.0,71.90,74
2026-03-06T10:32:05.615Z,100,21432,23034,93.0,72.03,75
2026-03-06T10:32:07.670Z,0,21432,23034,93.0,37.35,73
2026-03-06T10:32:09.731Z,100,21432,23034,93.0,72.01,75
2026-03-06T10:32:11.785Z,100,21432,23034,93.0,71.67,76
2026-03-06T10:32:13.836Z,100,21432,23034,93.0,71.78,76
2026-03-06T10:32:15.889Z,100,21432,23034,93.0,71.88,77
2026-03-06T10:32:17.944Z,100,21432,23034,93.0,71.95,77
2026-03-06T10:32:20.003Z,100,21432,23034,93.0,72.02,78
2026-03-06T10:32:22.059Z,100,21432,23034,93.0,71.97,78
2026-03-06T10:32:24.116Z,100,21432,23034,93.0,51.57,78
2026-03-06T10:32:26.171Z,100,21432,23034,93.0,71.94,78
2026-03-06T10:32:28.228Z,100,21432,23034,93.0,72.06,79
2026-03-06T10:32:30.283Z,100,21432,23034,93.0,72.11,79
2026-03-06T10:32:32.338Z,100,21432,23034,93.0,71.99,79
2026-03-06T10:32:34.401Z,100,21432,23034,93.0,71.84,80
2026-03-06T10:32:36.456Z,100,21432,23034,93.0,71.91,80
2026-03-06T10:32:38.510Z,0,21432,23034,93.0,65.15,78
2026-03-06T10:32:40.565Z,100,21432,23034,93.0,72.04,80
2026-03-06T10:32:42.620Z,100,21432,23034,93.0,71.96,80
2026-03-06T10:32:44.685Z,100,21432,23034,93.0,71.99,80
2026-03-06T10:32:46.738Z,100,21432,23034,93.0,72.04,80
2026-03-06T10:32:48.792Z,100,21432,23034,93.0,72.11,80
2026-03-06T10:32:50.845Z,100,21432,23034,93.0,72.00,79
2026-03-06T10:32:52.900Z,100,21432,23034,93.0,72.02,79
2026-03-06T10:32:54.960Z,100,21432,23034,93.0,47.14,78
2026-03-06T10:32:57.015Z,100,21432,23034,93.0,71.99,78
2026-03-06T10:32:59.071Z,100,21432,23034,93.0,72.08,78
2026-03-06T10:33:01.127Z,100,21432,23034,93.0,72.05,78
2026-03-06T10:33:03.183Z,100,21432,23034,93.0,72.08,78
2026-03-06T10:33:05.238Z,100,21432,23034,93.0,72.09,78
2026-03-06T10:33:07.291Z,100,21432,23034,93.0,71.94,77
2026-03-06T10:33:09.349Z,0,21432,23034,93.0,64.79,76
2026-03-06T10:33:11.404Z,100,21432,23034,93.0,72.02,76
2026-03-06T10:33:13.458Z,100,21432,23034,93.0,71.92,76
2026-03-06T10:33:15.515Z,100,21432,23034,93.0,72.13,76
2026-03-06T10:33:17.571Z,100,21432,23034,93.0,72.10,76
2026-03-06T10:33:19.635Z,100,21432,23034,93.0,72.07,76
2026-03-06T10:33:21.691Z,100,21432,23034,93.0,71.96,76
